exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0
toy_02_diversity,131,9.615050315856934,8.3934375,6400,1514,6229,171,0.7868036602986033,0.7018783111253812,0.8507625622090222,0.9556478201026462,0.9991812489966286,0.2576479547559582,0.7538185619054325,0.44052052068261394,toy_02_diversity_131,302.6951904296875,0.07496064156293869,0.9642857313156128
toy_02_diversity,132,9.61368179321289,8.3771875,6400,1612,6224,176,0.7928984575835476,0.7140102827763496,0.8550289203084834,0.9668231751902142,0.9990038560411312,0.26400686869670753,0.7570398741441713,0.4525190310197861,toy_02_diversity_132,279.6336975097656,0.0915479063987732,0.9285714030265808
toy_02_diversity,133,9.616387367248535,8.31921875,6400,1553,6215,185,0.8028962188254224,0.7190667739340306,0.8620273531777957,0.9887961953540979,0.9990345937248593,0.2605409177217331,0.7655559522988397,0.4536499711841875,toy_02_diversity_133,311.73883056640625,0.2173488736152649,0.8571428656578064
toy_02_diversity,134,9.628042221069336,8.25109375,6400,1578,6220,180,0.7893890675241158,0.707395498392283,0.852572347266881,0.9826517107313151,0.9989469453376207,0.26222937514157724,0.760173768430587,0.45745572349825897,toy_02_diversity_134,273.7640075683594,0.06803859770298004,0.9642857313156128
toy_02_diversity,135,9.619930267333984,8.3271875,6400,1613,6212,188,0.8010302640051513,0.7139407598197038,0.8607211848036059,0.9735766640540906,0.9989375402446876,0.26266841305275984,0.7607802115457948,0.4530655342275798,toy_02_diversity_135,279.7529296875,0.06486111134290695,0.9642857313156128
toy_02_diversity,136,9.618230819702148,8.30921875,6400,1542,6245,155,0.7871897518014411,0.6981585268214572,0.851032826261009,0.9919803653585868,0.9986709367493997,0.2661162071275665,0.7623552717568144,0.4651803502845875,toy_02_diversity_136,277.70672607421875,0.11584702134132385,0.9285714030265808
toy_02_diversity,137,9.613143920898438,8.35203125,6400,1582,6241,159,0.7923409709982374,0.7003685306841853,0.8546386796987663,0.9885393974503633,0.9987101426053516,0.26849508045112747,0.7623644727163101,0.46722342953954477,toy_02_diversity_137,267.88165283203125,0.04904010519385338,0.9642857313156128
toy_02_diversity,138,9.598540306091309,8.395,6400,1581,6230,170,0.7768860353130016,0.6868378812199037,0.8438202247191011,0.9877056482590162,0.9986035313001604,0.26644257627525314,0.7654483634216592,0.46230884475208384,toy_02_diversity_138,282.0561828613281,0.04653700068593025,0.9642857313156128
toy_02_diversity,139,9.583759307861328,8.51046875,6400,1594,6181,219,0.7767351561236046,0.6828992072480181,0.8437146092865232,0.9836245086076211,0.9985277463193657,0.26817198588947155,0.7633751814018204,0.45423132677322153,toy_02_diversity_139,260.615234375,0.034755174070596695,1.0
toy_02_diversity,140,9.600708961486816,8.42821875,32000,3791,31059,941,0.7759747577191797,0.6798029556650246,0.8431823304034258,0.9833544871642305,0.9984352361634308,0.26693695520819866,0.7655964373920411,0.45573720768707787,toy_02_diversity_140,272.5763854980469,0.02287684753537178,1.0
toy_02_diversity,141,9.59586238861084,8.4634375,6400,1559,6200,200,0.7753225806451612,0.6841935483870968,0.842725806451613,0.9870943532640087,0.9986854838709678,0.26372795907973656,0.7666619238943589,0.45573745915783254,toy_02_diversity_141,272.75567626953125,0.10369479656219482,0.9285714030265808
toy_02_diversity,142,9.583695411682129,8.52390625,6400,1614,6243,157,0.7795931443216403,0.6868492711837257,0.8457152010251482,0.9893888914267438,0.9984863046612206,0.26121073001943057,0.768631246948263,0.4485286532013737,toy_02_diversity_142,309.6803283691406,0.0362335629761219,1.0
toy_02_diversity,143,9.576652526855469,8.550625,6400,1571,6202,198,0.7668494034182521,0.6789745243469848,0.8367945823927767,0.9799597137874377,0.9984762979683973,0.2606113461483657,0.7690568901401805,0.44416987534322383,toy_02_diversity_143,274.42254638671875,0.07740526646375656,0.9642857313156128
toy_02_diversity,144,9.573053359985352,8.54671875,6400,1525,6231,169,0.7680950088268336,0.6737281335259188,0.8376665061787835,0.9920758161386354,0.9983790723800352,0.2613036324089643,0.7712411857931779,0.44363088949681423,toy_02_diversity_144,274.02056884765625,0.11591475456953049,0.9642857313156128
toy_02_diversity,145,9.564515113830566,8.56421875,6400,1485,6241,159,0.7686268226245794,0.6825829194039417,0.8380387758372055,0.9893201257087926,0.9983175773113283,0.2593620660250755,0.7631853316211547,0.44538425489336536,toy_02_diversity_145,267.7896728515625,0.10177647322416306,0.9642857313156128
toy_02_diversity,146,9.56284236907959,8.55234375,6400,1475,6238,162,0.76178262263546,0.6832318050657262,0.8332478358448221,0.9798090845099369,0.9983808913113177,0.25634392759685093,0.7637969505416174,0.43921062170417546,toy_02_diversity_146,294.351318359375,0.05668416619300842,0.9642857313156128
toy_02_diversity,147,9.563687324523926,8.574375,6400,1498,6237,163,0.7604617604617605,0.6782106782106783,0.8323232323232322,0.9847111913242972,0.9984126984126984,0.25158581480463277,0.7641648377286635,0.4338290445634662,toy_02_diversity_147,282.0782165527344,0.15570782124996185,0.9285714030265808
toy_02_diversity,148,9.550593376159668,8.614375,6400,1449,6232,168,0.7689345314505777,0.6813222079589217,0.8382541720154044,0.9883542802500136,0.998395378690629,0.2502417301204929,0.764951440661059,0.43809666946733056,toy_02_diversity_148,261.0523986816406,0.021243780851364136,1.0
toy_02_diversity,149,9.562871932983398,8.538125,6400,1417,6240,160,0.7509615384615385,0.6655448717948718,0.8256730769230769,0.9909151043067276,0.9986458333333332,0.2465943647783488,0.7635725583324351,0.4341094503882455,toy_02_diversity_149,286.12847900390625,0.03289109095931053,1.0
toy_02_diversity,150,9.564087867736816,8.55278125,32000,3372,31171,829,0.7521093323922877,0.656828462352828,0.8264765326746015,0.9844292881538319,0.998447274710468,0.24526877378202555,0.7630503915035755,0.4296971321521909,toy_02_diversity_150,267.9603576660156,0.02261902578175068,1.0
toy_02_diversity,151,9.574228286743164,8.44078125,6400,1344,6229,171,0.7323807994862739,0.6360571520308236,0.8126665596403918,0.9919639424368469,0.9989886017017178,0.24441397758722208,0.7652697812019188,0.4381316097082461,toy_02_diversity_151,254.27227783203125,0.016065120697021484,1.0
