exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0
music80_02_tonality,0,8.385284423828125,110.86334375,32000,31767,0.28529987550167124,0.09801049809563538,0.05533949519862468,music80_02_tonality_0,324.0303039550781,0.6742426156997681,1.0
music80_02_tonality,1,8.337981224060059,126.14453125,6400,6383,0.2883051091249649,0.09665840639938203,0.05506335097236332,music80_02_tonality_1,335.1948547363281,0.6554623246192932,1.0
music80_02_tonality,2,8.34372329711914,127.37109375,6400,6383,0.29151257145573983,0.10042199844104192,0.05595182968899541,music80_02_tonality_2,301.5147705078125,0.620099663734436,1.0
music80_02_tonality,3,8.39269733428955,124.5303125,6400,6380,0.2930725855966312,0.10117561259396013,0.05720661838961481,music80_02_tonality_3,293.0039978027344,0.5991217494010925,1.0
music80_02_tonality,4,8.409849166870117,118.7571875,6400,6383,0.2892247792634366,0.10377422192737329,0.058545442854128604,music80_02_tonality_4,296.96844482421875,0.5695603489875793,1.0
music80_02_tonality,5,8.433574676513672,112.22546875,6400,6373,0.2861596444703189,0.1043816591022583,0.06012221448156836,music80_02_tonality_5,313.74871826171875,0.5478509068489075,1.0
music80_02_tonality,6,8.433584213256836,109.36609375,6400,6384,0.28099957538448334,0.10853721398575608,0.0628725191187965,music80_02_tonality_6,296.77996826171875,0.5205621123313904,1.0
music80_02_tonality,7,8.433218002319336,107.78484375,6400,6380,0.2749090968943762,0.10841130003687148,0.06269330569636725,music80_02_tonality_7,276.8443298339844,0.49534523487091064,1.0
music80_02_tonality,8,8.420687675476074,106.21046875,6400,6376,0.2705240317905374,0.11005821280221681,0.06432612140210187,music80_02_tonality_8,307.96295166015625,0.4711218774318695,1.0
music80_02_tonality,9,8.438669204711914,103.49765625,6400,6383,0.26223552207445633,0.11179697062913725,0.06583239513275087,music80_02_tonality_9,296.11053466796875,0.45562103390693665,1.0
music80_02_tonality,10,8.44432544708252,100.1671875,32000,31788,0.25842926654659715,0.11546366769252182,0.06874852048161646,music80_02_tonality_10,304.65460205078125,0.4317862391471863,1.0
music80_02_tonality,11,8.443441390991211,97.53609375,6400,6387,0.2563357872915699,0.11736159842396027,0.07040458556067147,music80_02_tonality_11,301.19244384765625,0.4369179308414459,1.0
music80_02_tonality,12,8.455163955688477,93.7296875,6400,6373,0.25026874296641405,0.11925341837923804,0.07124520813013238,music80_02_tonality_12,310.7441101074219,0.38652610778808594,1.0
music80_02_tonality,13,8.448196411132812,92.17765625,6400,6375,0.2470582704273408,0.12100136572723255,0.07250356586665935,music80_02_tonality_13,331.1969299316406,0.3637211322784424,1.0
music80_02_tonality,14,8.462646484375,91.73140625,6400,6376,0.24622011526703083,0.12131686667503036,0.0731383495602617,music80_02_tonality_14,315.92681884765625,0.34550148248672485,1.0
music80_02_tonality,15,8.469442367553711,90.7503125,6400,6375,0.24155253955849226,0.12591256828031278,0.07700557697080647,music80_02_tonality_15,311.8819274902344,0.3264096975326538,1.0
music80_02_tonality,16,8.48178482055664,88.74171875,6400,6369,0.2406344449597045,0.12536282101435772,0.07628411568195516,music80_02_tonality_16,364.9547424316406,0.31257444620132446,1.0
music80_02_tonality,17,8.45887565612793,90.494375,6400,6372,0.23538454503140527,0.12766740265694115,0.07812642502895288,music80_02_tonality_17,303.7297058105469,0.2920500934123993,1.0
music80_02_tonality,18,8.474416732788086,94.31375,6400,6370,0.23339197925309005,0.12933784675853058,0.08054572171904788,music80_02_tonality_18,324.511474609375,0.2763524651527405,1.0
