exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0
music80_02_ratio-of-steps,109,8.165743827819824,203.5371875,6400,6371,0.602688759788844,0.05504389569051605,0.01624889795113298,music80_02_ratio-of-steps_109,3042.52099609375,0.0005431235767900944,1.0
music80_02_ratio-of-steps,110,8.120766639709473,208.2961875,32000,31801,0.6072099391282374,0.05412420477007898,0.016149223659115895,music80_02_ratio-of-steps_110,3222.568359375,0.0005447209114208817,1.0
music80_02_ratio-of-steps,111,8.140143394470215,206.26359375,6400,6375,0.6071279192482857,0.05437436871117054,0.01650845502177199,music80_02_ratio-of-steps_111,3354.406982421875,0.0005906620062887669,1.0
music80_02_ratio-of-steps,112,8.12939167022705,209.36921875,6400,6365,0.6068882584384914,0.05308525132026734,0.015598468914558052,music80_02_ratio-of-steps_112,3080.4912109375,0.00048559115384705365,1.0
music80_02_ratio-of-steps,113,8.112100601196289,212.4065625,6400,6369,0.6064038998782895,0.05398680661924672,0.01610245595264514,music80_02_ratio-of-steps_113,3151.8310546875,0.0004952055169269443,1.0
music80_02_ratio-of-steps,114,8.09294319152832,218.40625,6400,6367,0.6103278507491997,0.05355008955966815,0.015339990808010835,music80_02_ratio-of-steps_114,3184.60498046875,0.00048465339932590723,1.0
music80_02_ratio-of-steps,115,8.053441047668457,226.60734375,6400,6380,0.6132332780315659,0.05236683305002913,0.01482374570454688,music80_02_ratio-of-steps_115,3525.69873046875,0.0004905056557618082,1.0
music80_02_ratio-of-steps,116,8.016422271728516,234.810625,6400,6367,0.6099338337721218,0.05216155120769364,0.015054554187587428,music80_02_ratio-of-steps_116,3637.633056640625,0.00046843860764056444,1.0
music80_02_ratio-of-steps,117,7.959976673126221,247.27203125,6400,6372,0.6115048211687449,0.05291626262317264,0.015306482973193617,music80_02_ratio-of-steps_117,3641.910888671875,0.010435489006340504,1.0
music80_02_ratio-of-steps,118,7.9055914878845215,259.9896875,6400,6367,0.6107969601398925,0.052745017770439426,0.014745390230487397,music80_02_ratio-of-steps_118,4005.86083984375,0.0005056191585026681,1.0
music80_02_ratio-of-steps,119,7.890606880187988,266.98234375,6400,6375,0.6119303493415138,0.053133161578592866,0.014632054182850433,music80_02_ratio-of-steps_119,3901.81201171875,0.0004486147372517735,1.0
music80_02_ratio-of-steps,120,7.860045433044434,271.80615625,32000,31816,0.6133887870816854,0.0520417596965455,0.014663847601262128,music80_02_ratio-of-steps_120,3959.677978515625,0.0004676451499108225,1.0
music80_02_ratio-of-steps,121,7.8424391746521,275.08046875,6400,6373,0.6124412430081556,0.05186355876694426,0.014584240715911977,music80_02_ratio-of-steps_121,4044.95556640625,0.00039837497752159834,1.0
