exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0
music80_00_ratio-of-steps,0,8.399824142456055,113.404,32000,31629,0.2775401293755126,0.09947433321218527,0.05511609108934673,music80_00_ratio-of-steps_0,1747.51025390625,0,0
music80_00_ratio-of-steps,1,8.482821464538574,103.73875,6400,6339,0.28350031445100493,0.09958281867747956,0.05503332275346644,music80_00_ratio-of-steps_1,1811.779296875,0,0
music80_00_ratio-of-steps,2,8.489134788513184,106.265625,6400,6365,0.2910581790260818,0.09962967269546164,0.054084063466696135,music80_00_ratio-of-steps_2,1953.1416015625,0,0
music80_00_ratio-of-steps,3,8.558221817016602,103.83625,6400,6350,0.2978186395258925,0.09997496107658993,0.05414420517896635,music80_00_ratio-of-steps_3,1643.999755859375,0,0
music80_00_ratio-of-steps,4,8.550081253051758,101.45328125,6400,6349,0.305229637127792,0.10003399368963546,0.05409458178756351,music80_00_ratio-of-steps_4,1788.9886474609375,0,0
music80_00_ratio-of-steps,5,8.630623817443848,99.394375,6400,6343,0.30763274286981707,0.10006161071274558,0.052901104594681066,music80_00_ratio-of-steps_5,1858.2490234375,0,0
music80_00_ratio-of-steps,6,8.654282569885254,96.7121875,6400,6338,0.31413941285721086,0.09989412802623775,0.052579682146998756,music80_00_ratio-of-steps_6,1699.563232421875,0,0
music80_00_ratio-of-steps,7,8.668498992919922,96.0071875,6400,6342,0.32147885374661916,0.10254125879013523,0.055400483505091004,music80_00_ratio-of-steps_7,1768.685302734375,0,0
music80_00_ratio-of-steps,8,8.672445297241211,99.15953125,6400,6349,0.3260389904838233,0.09942488772290009,0.051919528220004396,music80_00_ratio-of-steps_8,1518.4039306640625,0,0
music80_00_ratio-of-steps,9,8.689849853515625,99.269375,6400,6348,0.33306757963305217,0.09969231097685538,0.05219175122711835,music80_00_ratio-of-steps_9,1776.970458984375,0,0
music80_00_ratio-of-steps,10,8.665724754333496,101.3265625,32000,31596,0.33905414099151143,0.09839583663677724,0.051261358958397674,music80_00_ratio-of-steps_10,1782.65380859375,0,0
music80_00_ratio-of-steps,11,8.64123249053955,102.600625,6400,6363,0.3425811327948762,0.09892153970968268,0.05092096261090613,music80_00_ratio-of-steps_11,1632.1561279296875,0,0
music80_00_ratio-of-steps,12,8.671149253845215,99.065625,6400,6331,0.3442336843597464,0.09793119999352694,0.05020837541003939,music80_00_ratio-of-steps_12,1848.34326171875,0,0
music80_00_ratio-of-steps,13,8.690814018249512,97.75171875,6400,6358,0.3499923794017259,0.09890171216727253,0.04977803494581647,music80_00_ratio-of-steps_13,1808.740234375,0,0
music80_00_ratio-of-steps,14,8.737451553344727,93.93375,6400,6345,0.35488587885614176,0.09737133414249691,0.04979165247315876,music80_00_ratio-of-steps_14,1596.7509765625,0,0
music80_00_ratio-of-steps,15,8.735594749450684,92.59921875,6400,6338,0.35796481325492424,0.09715905432023747,0.04943008449076482,music80_00_ratio-of-steps_15,1529.548583984375,0,0
music80_00_ratio-of-steps,16,8.749463081359863,88.0378125,6400,6343,0.36559072212211474,0.09638793762489961,0.04762558206848557,music80_00_ratio-of-steps_16,1741.143798828125,0,0
music80_00_ratio-of-steps,17,8.76025104522705,86.3390625,6400,6339,0.3676918862251952,0.09560787504557774,0.04686526689229689,music80_00_ratio-of-steps_17,1543.53564453125,0,0
music80_00_ratio-of-steps,18,8.76059627532959,84.37921875,6400,6312,0.3785976438351286,0.09442173529248109,0.047547280249439404,music80_00_ratio-of-steps_18,1587.7701416015625,0,0
music80_00_ratio-of-steps,19,8.762066841125488,84.83375,6400,6338,0.3868449400988429,0.09206654496937723,0.0450885496793697,music80_00_ratio-of-steps_19,1442.56396484375,0,0
music80_00_ratio-of-steps,20,8.772537231445312,83.78628125,32000,31372,0.393371167600211,0.08982599977553442,0.04429178283182397,music80_00_ratio-of-steps_20,1456.760498046875,0,0
