exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3
music80_08_ratio-of-steps,49,8.340991020202637,174.5621875,6400,6364,0.4803951272754445,0.07386654370806407,0.035300525305502706,music80_08_ratio-of-steps_49,681.0138549804688,0.0011600535362958908,1.0,0.0007490497664548457,1.0,0.0009529087692499161,1.0,0.0007173909689299762,1.0
music80_08_ratio-of-steps,50,8.311379432678223,180.1398125,32000,31807,0.48145566592831424,0.07339252683042842,0.03429010572255373,music80_08_ratio-of-steps_50,712.070068359375,0.0007558491779491305,1.0,0.0006920730229467154,1.0,0.0007334121037274599,1.0,0.0006939213490113616,1.0
music80_08_ratio-of-steps,51,8.309772491455078,182.7378125,6400,6364,0.4840968868530947,0.07258937724913102,0.03341466904817457,music80_08_ratio-of-steps_51,692.0361328125,0.0006804897566325963,1.0,0.0006813768995925784,1.0,0.0006574465660378337,1.0,0.0007600247045047581,1.0
music80_08_ratio-of-steps,52,8.290574073791504,184.34265625,6400,6372,0.4865881285583697,0.07194676199472667,0.03315527559220156,music80_08_ratio-of-steps_52,752.0838012695312,0.0007091115694493055,1.0,0.0006436834228225052,1.0,0.0006235679029487073,1.0,0.0006121464539319277,1.0
music80_08_ratio-of-steps,53,8.293478012084961,184.7315625,6400,6366,0.4918736668067669,0.07290314073655177,0.03426263652449307,music80_08_ratio-of-steps_53,716.276611328125,0.0016622841358184814,1.0,0.000592757249251008,1.0,0.0005830721347592771,1.0,0.0005725937080569565,1.0
music80_08_ratio-of-steps,54,8.30075740814209,186.774375,6400,6368,0.4907391592586981,0.07205042062831915,0.03353820667721012,music80_08_ratio-of-steps_54,723.4720458984375,0.0005634645349346101,1.0,0.0005536258104257286,1.0,0.0005383832613006234,1.0,0.0005268053500913084,1.0
music80_08_ratio-of-steps,55,8.27414321899414,191.47,6400,6360,0.4916119644634396,0.07161023746135177,0.03355471056165062,music80_08_ratio-of-steps_55,815.7649536132812,0.0005426333518698812,1.0,0.0005052124033682048,1.0,0.0008461662800982594,1.0,0.0005048714810982347,1.0
music80_08_ratio-of-steps,56,8.269371032714844,194.48078125,6400,6366,0.4928527370802478,0.07153116746746627,0.03283493063584422,music80_08_ratio-of-steps_56,785.9710083007812,0.00047586378059349954,1.0,0.0004652701027225703,1.0,0.000572922988794744,1.0,0.0004971506423316896,1.0
music80_08_ratio-of-steps,57,8.257911682128906,197.49140625,6400,6371,0.49725155098648266,0.07071002777670314,0.03260929204656113,music80_08_ratio-of-steps_57,755.64453125,0.00043584706145338714,1.0,0.0004557711654342711,1.0,0.000817778636701405,1.0,0.0004749249783344567,1.0
music80_08_ratio-of-steps,58,8.223514556884766,202.476875,6400,6367,0.4978756453980043,0.07085249276242304,0.0330045651515626,music80_08_ratio-of-steps_58,806.7723388671875,0.0015285550616681576,1.0,0.0006313530029729009,1.0,0.0004286454350221902,1.0,0.00039817290962673724,1.0
music80_08_ratio-of-steps,59,8.23863410949707,204.18203125,6400,6373,0.5000660839305512,0.06993849245343876,0.03296293093323433,music80_08_ratio-of-steps_59,748.4193115234375,0.0003894160909112543,1.0,0.0003759408718906343,1.0,0.0003819045377895236,1.0,0.0004140210512559861,1.0
music80_08_ratio-of-steps,60,8.22359561920166,204.22096875,32000,31811,0.5026916094876497,0.0694049725771807,0.032265599101284334,music80_08_ratio-of-steps_60,799.751953125,0.0005527188186533749,1.0,0.00043727768934331834,1.0,0.00039964067400433123,1.0,0.00047752418322488666,1.0
music80_08_ratio-of-steps,61,8.239657402038574,200.22828125,6400,6370,0.502204809836101,0.07036301666194784,0.032797753606716946,music80_08_ratio-of-steps_61,812.560546875,0.0003792765492107719,1.0,0.00042415462667122483,1.0,0.0003512008988764137,1.0,0.001214757445268333,1.0
music80_08_ratio-of-steps,62,8.217667579650879,202.77390625,6400,6372,0.5060235283972339,0.06965938994919055,0.03329004208581424,music80_08_ratio-of-steps_62,804.1958618164062,0.00040520066977478564,1.0,0.0011530676856637,1.0,0.0005794440512545407,1.0,0.0005111370701342821,1.0
music80_08_ratio-of-steps,63,8.222843170166016,201.45703125,6400,6375,0.5099900529927628,0.06963047560339042,0.032817598719570615,music80_08_ratio-of-steps_63,738.6414184570312,0.0005117072723805904,1.0,0.0004969011642970145,1.0,0.0004848676035180688,1.0,0.0004943965468555689,1.0
music80_08_ratio-of-steps,64,8.234463691711426,197.7134375,6400,6368,0.5076231401907041,0.06888113635768739,0.03227979240679375,music80_08_ratio-of-steps_64,712.1182250976562,0.00048045272706076503,1.0,0.00045773942838422954,1.0,0.0004434941220097244,1.0,0.0006550820544362068,1.0
music80_08_ratio-of-steps,65,8.256263732910156,195.07390625,6400,6364,0.5137587849518624,0.06860542927597905,0.03251345521723976,music80_08_ratio-of-steps_65,810.5955810546875,0.0004155128262937069,1.0,0.0004018943291157484,1.0,0.0003893263346981257,1.0,0.0003782382991630584,1.0
music80_08_ratio-of-steps,66,8.256767272949219,192.19390625,6400,6370,0.5130252122173374,0.06855103974307847,0.03245353162877195,music80_08_ratio-of-steps_66,748.4204711914062,0.00036428842577151954,1.0,0.00035885797115042806,1.0,0.00034636654891073704,1.0,0.0003421397996135056,1.0
music80_08_ratio-of-steps,67,8.268366813659668,190.1428125,6400,6378,0.51905483163939,0.06836898935818327,0.03238514065790698,music80_08_ratio-of-steps_67,760.5026245117188,0.0003285024140495807,1.0,0.00035949560697190464,1.0,0.00031050684629008174,1.0,0.00036081724101677537,1.0
music80_08_ratio-of-steps,68,8.294672012329102,186.76859375,6400,6368,0.5200363795733218,0.06769297491359878,0.03205620441772477,music80_08_ratio-of-steps_68,690.9971313476562,0.0003069433441851288,1.0,0.00031752727227285504,1.0,0.0002897565718740225,1.0,0.0003066484641749412,1.0
music80_08_ratio-of-steps,69,8.297947883605957,184.7440625,6400,6366,0.5233355713734642,0.06704019379641274,0.03145537741668925,music80_08_ratio-of-steps_69,679.4837646484375,0.0002967743785120547,1.0,0.0003062069299630821,1.0,0.0002679884491953999,1.0,0.00025437193107791245,1.0
music80_08_ratio-of-steps,70,8.31885051727295,183.12834375,32000,31815,0.5287749423784819,0.06690465554613638,0.031432404391062256,music80_08_ratio-of-steps_70,736.3598022460938,0.00025574208120815456,1.0,0.000308819639030844,1.0,0.00027044795569963753,1.0,0.00022276982781477273,1.0
music80_08_ratio-of-steps,71,8.341997146606445,181.6346875,6400,6367,0.5312914470858039,0.06662940650993424,0.03126790758127498,music80_08_ratio-of-steps_71,683.939453125,0.0002246746007585898,1.0,0.00022943498333916068,1.0,0.00023221602896228433,1.0,0.00022527131659444422,1.0
music80_08_ratio-of-steps,72,8.359771728515625,177.81734375,6400,6369,0.5404453921457931,0.06546384040190077,0.02944746174414794,music80_08_ratio-of-steps_72,641.289306640625,0.000217054330278188,1.0,0.0002073132200166583,1.0,0.00023763168428558856,1.0,0.00021972664399072528,1.0
music80_08_ratio-of-steps,73,8.407361030578613,171.74375,6400,6382,0.5441449786863464,0.06580608669197897,0.030638517867887804,music80_08_ratio-of-steps_73,651.0052490234375,0.00021065151668153703,1.0,0.0001851447013905272,1.0,0.00025388080393895507,1.0,0.0012129072565585375,1.0
music80_08_ratio-of-steps,74,8.404709815979004,169.4190625,6400,6356,0.5440645577190453,0.06438613528851982,0.029804753271173795,music80_08_ratio-of-steps_74,1162.0928955078125,0.0004791849059984088,1.0,0.0005034341011196375,1.0,0.00030559173319488764,1.0,0.0003168456896673888,1.0
music80_08_ratio-of-steps,75,8.436656951904297,167.41046875,6400,6357,0.5470595759169024,0.06362047854781885,0.028748109736199554,music80_08_ratio-of-steps_75,627.3162841796875,0.0002929785114247352,1.0,0.00032587070018053055,1.0,0.0003061185998376459,1.0,0.0003019696450792253,1.0
music80_08_ratio-of-steps,76,8.451428413391113,164.976875,6400,6370,0.5581162526531566,0.063969876997418,0.02871041622904463,music80_08_ratio-of-steps_76,664.483154296875,0.0003015646943822503,1.0,0.0003072813560720533,1.0,0.00028741240384988487,1.0,0.0002817789791151881,1.0
music80_08_ratio-of-steps,77,8.479031562805176,161.200625,6400,6360,0.5574403672795669,0.0628650169329743,0.02787235704118499,music80_08_ratio-of-steps_77,659.723876953125,0.0002882883127313107,1.0,0.000305608962662518,1.0,0.0002867100411094725,1.0,0.00028554227901622653,1.0
music80_08_ratio-of-steps,78,8.486444473266602,162.25125,6400,6367,0.5654895936935402,0.06136243364446128,0.02704767702800158,music80_08_ratio-of-steps_78,675.4365234375,0.0002627992653287947,1.0,0.00026295773568563163,1.0,0.00025082030333578587,1.0,0.0002470239414833486,1.0
music80_08_ratio-of-steps,79,8.493946075439453,161.4534375,6400,6376,0.5710241625048132,0.06006494071038741,0.026527630685491566,music80_08_ratio-of-steps_79,615.7556762695312,0.0002493947686161846,1.0,0.0002468048478476703,1.0,0.00024396493972744793,1.0,0.0003091760736424476,1.0
music80_08_ratio-of-steps,80,8.477357864379883,163.1135,32000,31783,0.5751649842782861,0.05990667552486198,0.026083816003767146,music80_08_ratio-of-steps_80,650.2984008789062,0.000237061976804398,1.0,0.00024283798120450228,1.0,0.00023347693786490709,1.0,0.0002267913951072842,1.0
music80_08_ratio-of-steps,81,8.464523315429688,164.74875,6400,6368,0.5794401293351436,0.0587904531326895,0.025039170377272463,music80_08_ratio-of-steps_81,674.1751708984375,0.0003507471992634237,1.0,0.00022803903266321868,1.0,0.0002418846415821463,1.0,0.0004030777490697801,1.0
music80_08_ratio-of-steps,82,8.488299369812012,165.45953125,6400,6361,0.5851466374945712,0.05850427538611491,0.025016231762515086,music80_08_ratio-of-steps_82,651.1857299804688,0.00031679056701250374,1.0,0.00024000964185688645,1.0,0.0002302529028384015,1.0,0.00023402668011840433,1.0
music80_08_ratio-of-steps,83,8.490957260131836,164.6771875,6400,6375,0.5877704375888279,0.05832646611160348,0.024419576118729712,music80_08_ratio-of-steps_83,666.3724975585938,0.00022177690698299557,1.0,0.00021716111223213375,1.0,0.0002127967163687572,1.0,0.0002463378186803311,1.0
music80_08_ratio-of-steps,84,8.486327171325684,167.3278125,6400,6359,0.5917673972115468,0.05692053768913361,0.02393049430515873,music80_08_ratio-of-steps_84,729.884765625,0.00020274391863495111,1.0,0.00019252538913860917,1.0,0.00018593182903714478,1.0,0.0001844555517891422,1.0
music80_08_ratio-of-steps,85,8.441393852233887,174.21734375,6400,6370,0.5954574415178588,0.056226648672363794,0.02316804987791889,music80_08_ratio-of-steps_85,672.3658447265625,0.00017847082926891744,1.0,0.0001707042392808944,1.0,0.00017411092994734645,1.0,0.0002482473209965974,1.0
music80_08_ratio-of-steps,86,8.389312744140625,179.75515625,6400,6373,0.603344619219113,0.05488405725058044,0.02269221736805339,music80_08_ratio-of-steps_86,687.517333984375,0.00023732516274321824,1.0,0.00021618345635943115,1.0,0.00020673303515650332,1.0,0.00020899949595332146,1.0
music80_08_ratio-of-steps,87,8.384346961975098,184.37046875,6400,6369,0.6026190166045278,0.05530463316340388,0.022952410244502106,music80_08_ratio-of-steps_87,687.558837890625,0.00020364105876069516,1.0,0.0002115682582370937,1.0,0.00019613030599430203,1.0,0.00019457226153463125,1.0
music80_08_ratio-of-steps,88,8.30688762664795,191.96421875,6400,6365,0.6092027006648121,0.054506459573941166,0.02161174496479764,music80_08_ratio-of-steps_88,782.1504516601562,0.00020227741333656013,1.0,0.0002098116819979623,1.0,0.00019847077783197165,1.0,0.00021217009634710848,1.0
music80_08_ratio-of-steps,89,8.288496017456055,197.9934375,6400,6363,0.6121505388883408,0.05397715545555459,0.022236970091088163,music80_08_ratio-of-steps_89,774.0923461914062,0.00018330490274820477,1.0,0.00018361351976636797,1.0,0.0001798913872335106,1.0,0.00016418073209933937,1.0
music80_08_ratio-of-steps,90,8.24534797668457,204.07934375,32000,31817,0.6170025074805683,0.05260223786420922,0.021162676676910956,music80_08_ratio-of-steps_90,829.2996215820312,0.0001605581637704745,1.0,0.00043389986967667937,1.0,0.0004148774314671755,1.0,0.0001641654671402648,1.0
music80_08_ratio-of-steps,91,8.19439697265625,208.73390625,6400,6364,0.6172456298339505,0.05272207263996195,0.021290728249049345,music80_08_ratio-of-steps_91,810.7269287109375,0.00015121234173420817,1.0,0.00014964505680836737,1.0,0.00014711728726979345,1.0,0.00014162920706439763,1.0
music80_08_ratio-of-steps,92,8.19374942779541,212.89734375,6400,6360,0.6214867996421019,0.050908706100215605,0.019925352642194326,music80_08_ratio-of-steps_92,797.3519897460938,0.00014638957509305328,1.0,0.00014021883544046432,1.0,0.00013592658797279,1.0,0.00024247773399110883,1.0
music80_08_ratio-of-steps,93,8.166866302490234,216.56234375,6400,6366,0.6232455772431308,0.051779505204799195,0.0206576945679803,music80_08_ratio-of-steps_93,909.8299560546875,0.00021611717238556594,1.0,0.00019868240633513778,1.0,0.0001872992725111544,1.0,0.00017941294936463237,1.0
music80_08_ratio-of-steps,94,8.144783973693848,220.51609375,6400,6363,0.6244440648088182,0.05090162356640706,0.01922804654446928,music80_08_ratio-of-steps_94,919.1619873046875,0.00017214824038092047,1.0,0.00016827863873913884,1.0,0.00016607274301350117,1.0,0.0001594611385371536,1.0
