exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0
music80_02_melodicity,0,8.41178035736084,101.35884375,32000,29685,0.26838446836459257,0.0970733111050007,0.05030701810721341,music80_02_melodicity_0,500.69622802734375,0.5896962285041809,1.0
music80_02_melodicity,1,8.441264152526855,100.3803125,6400,6046,0.2702266091273329,0.09569703002692301,0.049310035876107765,music80_02_melodicity_1,493.5345153808594,0.5609768629074097,1.0
music80_02_melodicity,2,8.420086860656738,100.633125,6400,6043,0.27079999523431275,0.09739653071618254,0.0525200655835653,music80_02_melodicity_2,516.60546875,0.5360498428344727,1.0
music80_02_melodicity,3,8.438116073608398,97.5778125,6400,6000,0.2650606753805816,0.10061443500257734,0.05367853260072025,music80_02_melodicity_3,499.5466613769531,0.5237836241722107,1.0
music80_02_melodicity,4,8.429677963256836,96.93796875,6400,6046,0.2657374294265873,0.10229782868118803,0.054784081333865975,music80_02_melodicity_4,496.48663330078125,0.4897458851337433,1.0
music80_02_melodicity,5,8.449793815612793,98.14171875,6400,6009,0.2682512303473387,0.10367907366338283,0.054953369193220726,music80_02_melodicity_5,476.5417785644531,0.46556356549263,1.0
music80_02_melodicity,6,8.474448204040527,99.6315625,6400,6033,0.2704309705349786,0.1054670917692374,0.05699447446624346,music80_02_melodicity_6,502.74066162109375,0.4420729875564575,1.0
music80_02_melodicity,7,8.477763175964355,100.1721875,6400,6082,0.2730844184199573,0.10694552559144556,0.05762845837872484,music80_02_melodicity_7,626.58935546875,0.4185207784175873,1.0
music80_02_melodicity,8,8.4552640914917,104.8115625,6400,6095,0.2797049558161843,0.107280745761269,0.058261014284332016,music80_02_melodicity_8,599.669677734375,0.40075787901878357,1.0
music80_02_melodicity,9,8.43176555633545,108.41359375,6400,6118,0.2783471557626484,0.10930966557138126,0.05936379206018375,music80_02_melodicity_9,527.213623046875,0.375594824552536,1.0
music80_02_melodicity,10,8.444902420043945,106.71578125,32000,29914,0.2759604267729776,0.1088658211710703,0.05977624348691433,music80_02_melodicity_10,689.895751953125,0.3582773506641388,1.0
music80_02_melodicity,11,8.427860260009766,109.9434375,6400,6087,0.273918961026124,0.11109843709770414,0.060735023275130716,music80_02_melodicity_11,705.3282470703125,0.4018270969390869,0.9583333730697632
music80_02_melodicity,12,8.394332885742188,114.24515625,6400,6139,0.27505313291685696,0.11310558721776058,0.06332009243002251,music80_02_melodicity_12,579.5276489257812,0.31803780794143677,1.0
music80_02_melodicity,13,8.374490737915039,115.2684375,6400,6116,0.27165477514604214,0.11562918261109748,0.06327665498987597,music80_02_melodicity_13,605.5789794921875,0.30162513256073,1.0
music80_02_melodicity,14,8.346253395080566,118.62109375,6400,6131,0.26734881200344146,0.1183533893694897,0.06659185178104929,music80_02_melodicity_14,600.795166015625,0.2842583656311035,1.0
music80_02_melodicity,15,8.359145164489746,121.9959375,6400,6169,0.269591574324476,0.11976585510554219,0.06883108834523362,music80_02_melodicity_15,679.6508178710938,0.2707321345806122,1.0
music80_02_melodicity,16,8.28834342956543,126.6040625,6400,6185,0.26835793891791165,0.1195621437788054,0.06800171518111041,music80_02_melodicity_16,744.3131713867188,0.25727659463882446,1.0
music80_02_melodicity,17,8.280508995056152,127.10953125,6400,6223,0.26466282063579416,0.12301230863100242,0.07019077524227792,music80_02_melodicity_17,730.2886352539062,0.23663361370563507,1.0
music80_02_melodicity,18,8.277558326721191,127.99625,6400,6192,0.2606040140369944,0.12460459314432785,0.07117680062337894,music80_02_melodicity_18,691.0519409179688,0.22260823845863342,1.0
music80_02_melodicity,19,8.244418144226074,130.47796875,6400,6199,0.25819045572094046,0.12502807516441125,0.07267858440737979,music80_02_melodicity_19,729.640380859375,0.2082929015159607,1.0
music80_02_melodicity,20,8.206007957458496,132.98721875,32000,30875,0.2559407492206655,0.127230029467141,0.07413427335001173,music80_02_melodicity_20,744.9935913085938,0.19555528461933136,1.0
music80_02_melodicity,21,8.18240737915039,133.96890625,6400,6211,0.2540986483240127,0.1284741940092427,0.07521107132943407,music80_02_melodicity_21,701.837646484375,0.18546435236930847,1.0
music80_02_melodicity,22,8.151732444763184,135.93875,6400,6237,0.2501305057366521,0.1306515652251493,0.07609184432742083,music80_02_melodicity_22,757.7257080078125,0.17266307771205902,1.0
music80_02_melodicity,23,8.123318672180176,137.5128125,6400,6255,0.25279064363642595,0.13029687401507048,0.07773497681171204,music80_02_melodicity_23,710.89599609375,0.15931247174739838,1.0
music80_02_melodicity,24,8.103372573852539,138.811875,6400,6241,0.24917197758117907,0.13338403206481264,0.0777397281060936,music80_02_melodicity_24,832.7186889648438,0.1498166173696518,1.0
