exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0
smallmols_00_drug-candidate,64,7.257898330688477,13.40828125,6400,2249,6194,206,1.0,1.0,1.0,0.7294136822332774,0.9995156603164352,0.5789089352202533,0.5350331581986559,0.9097167428143623,smallmols_00_drug-candidate_64,380.1399841308594,0,0
smallmols_00_drug-candidate,65,7.240490913391113,13.41875,6400,2225,6165,235,1.0,1.0,1.0,0.7028023643386728,0.9998053527980536,0.5767247448138242,0.5278488568681753,0.9112551431713044,smallmols_00_drug-candidate_65,366.2874755859375,0,0
smallmols_00_drug-candidate,66,7.22772216796875,13.53390625,6400,2363,6171,229,1.0,1.0,1.0,0.7192269119282829,0.9997407227353751,0.5762466003112322,0.5328452349897734,0.9040865361595678,smallmols_00_drug-candidate_66,392.36669921875,0,0
smallmols_00_drug-candidate,67,7.235225677490234,13.63515625,6400,2331,6185,215,1.0,1.0,1.0,0.715162220321541,0.9997089733225545,0.5758824073174325,0.523884113191024,0.9067957480327126,smallmols_00_drug-candidate_67,380.6610107421875,0,0
smallmols_00_drug-candidate,68,7.232959747314453,13.94046875,6400,2432,6140,260,1.0,1.0,1.0,0.6570071319073385,0.9997719869706839,0.5821834189638303,0.5168722145521315,0.9041517667688307,smallmols_00_drug-candidate_68,443.2740783691406,0,0
smallmols_00_drug-candidate,69,7.236440658569336,14.17125,6400,2504,6123,277,1.0,1.0,1.0,0.7634354610117404,0.9997550220480157,0.5868831504210136,0.5131014989517317,0.9075752814398959,smallmols_00_drug-candidate_69,398.8822021484375,0,0
smallmols_00_drug-candidate,70,7.224850654602051,13.9899375,32000,7690,30793,1207,1.0,1.0,1.0,0.735589423148885,0.9996752508687039,0.5782680949277478,0.5112979615408976,0.9046922917628497,smallmols_00_drug-candidate_70,362.3903503417969,0,0
smallmols_00_drug-candidate,71,7.2346272468566895,13.87625,6400,2366,6173,227,1.0,1.0,1.0,0.6784675046380153,0.9997408067390248,0.5715205567167039,0.5038322565440051,0.9050289261022612,smallmols_00_drug-candidate_71,394.0604248046875,0,0
smallmols_00_drug-candidate,72,7.229183197021484,13.9234375,6400,2351,6161,239,1.0,1.0,1.0,0.6865025627040384,0.9996429151111831,0.5774804757556983,0.5016051555985346,0.9052114788212303,smallmols_00_drug-candidate_72,385.2384338378906,0,0
smallmols_00_drug-candidate,73,7.2440714836120605,13.97,6400,2337,6205,195,1.0,1.0,1.0,0.6558306840437299,0.9998227236099919,0.5746855020565185,0.5002892101982565,0.9046891198003051,smallmols_00_drug-candidate_73,421.158447265625,0,0
smallmols_00_drug-candidate,74,7.26707649230957,14.19640625,6400,2416,6193,207,1.0,1.0,1.0,0.6932029889303054,0.9996447602131437,0.5839555912773543,0.49861587547713715,0.9050614235378059,smallmols_00_drug-candidate_74,428.6836853027344,0,0
smallmols_00_drug-candidate,75,7.280648231506348,14.341875,6400,2555,6185,215,1.0,1.0,1.0,0.6596147018241938,0.999531123686338,0.5869008536045603,0.4959074904523881,0.8982915889406362,smallmols_00_drug-candidate_75,386.928466796875,0,0
