exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3
toy_08_synthesizability,157,9.346291542053223,10.776875,6400,2220,5660,740,0.20865724381625442,0.1353356890459364,0.44606007067137804,0.5239193713183584,0.9992579505300354,0.2576948765663911,0.6150694903573576,0.39852811122245263,toy_08_synthesizability_157,117.23956298828125,0.27276137471199036,0.8571429252624512,0.3287491500377655,0.8928571939468384,0.24782875180244446,0.9285714626312256,0.4666759967803955,0.7857142686843872
toy_08_synthesizability,158,9.343098640441895,10.7640625,6400,2164,5657,743,0.21248011313417006,0.13222556125154675,0.44873607919391895,0.5030408800288224,0.9989570443698074,0.2557524831294289,0.6191347287834789,0.40213687837401113,toy_08_synthesizability_158,127.22525024414062,0.38212746381759644,0.8214285969734192,0.3898988366127014,0.785714328289032,0.3386097848415375,0.785714328289032,0.26665061712265015,0.8214285969734192
toy_08_synthesizability,159,9.332996368408203,10.82046875,6400,2312,5538,862,0.2287829541350668,0.14590104730949802,0.46014806789454665,0.556941204775523,0.9991513181654027,0.2557016671138537,0.6166505505444321,0.4001283598858384,toy_08_synthesizability_159,132.56314086914062,0.34719154238700867,0.8928571939468384,0.44350290298461914,0.75,0.3458714783191681,0.785714328289032,0.28993040323257446,0.8928571939468384
toy_08_synthesizability,160,9.31872844696045,10.87646875,32000,6017,27343,4657,0.23080861646490874,0.14647258896244011,0.461566031525436,0.5144969106518984,0.9990015726145631,0.25506998529416663,0.6180261730017231,0.3995488107573589,toy_08_synthesizability_160,120.43157196044922,0.42625492811203003,0.7142857313156128,0.17808720469474792,0.9642857313156128,0.2422558069229126,0.8571429252624512,0.4864104092121124,0.821428656578064
toy_08_synthesizability,161,9.300344467163086,11.0221875,6400,2315,5392,1008,0.2353486646884273,0.14836795252225518,0.46474406528189904,0.48395254393800463,0.9992210682492582,0.2549848641978645,0.6140973767435123,0.4020203675679748,toy_08_synthesizability_161,121.04899597167969,0.2092641144990921,0.8571428656578064,0.5917477011680603,0.6428571939468384,0.2880842685699463,0.8571429252624512,0.23784758150577545,0.8928571939468384
toy_08_synthesizability,162,9.285226821899414,11.05265625,6400,2387,5423,977,0.24949290060851928,0.16171860593767287,0.4746450304259635,0.5120428298271474,0.9987645214825742,0.2558138056589767,0.6117204944437243,0.40548234683156087,toy_08_synthesizability_162,120.04521179199219,0.256156325340271,0.8571429252624512,0.23851963877677917,0.8571428656578064,0.34706029295921326,0.8571428656578064,0.35414427518844604,0.785714328289032
toy_08_synthesizability,163,9.278432846069336,11.11703125,6400,2459,5476,924,0.26059167275383494,0.17823228634039445,0.4824141709276844,0.517214562413821,0.9987399561723886,0.2554101089908555,0.6116654698717068,0.4058101591025673,toy_08_synthesizability_163,117.86365509033203,0.3398127853870392,0.785714328289032,0.17923742532730103,0.9285714626312256,0.49041494727134705,0.8214285969734192,0.43925949931144714,0.8214285969734192
toy_08_synthesizability,164,9.263873100280762,11.18296875,6400,2465,5549,851,0.2566228149216075,0.18345647864480086,0.47963597044512524,0.5645440852063448,0.9991530005406379,0.2566512561111093,0.6059974415018332,0.4089269575571393,toy_08_synthesizability_164,119.37068176269531,0.2268063873052597,0.9285714626312256,0.2881128191947937,0.8214285969734192,0.4038199782371521,0.7142857313156128,0.24728281795978546,0.9285714626312256
toy_08_synthesizability,165,9.249275207519531,11.33921875,6400,2473,5671,729,0.2616822429906542,0.18409451595838477,0.48317757009345785,0.522203553182936,0.9989772526891202,0.2591512987982649,0.5974919111499691,0.40908621903832054,toy_08_synthesizability_165,133.75035095214844,0.40366843342781067,0.821428656578064,0.44554030895233154,0.7857142686843872,0.21722999215126038,0.9642857313156128,0.25442972779273987,0.8928571939468384
toy_08_synthesizability,166,9.244610786437988,11.44515625,6400,2442,5608,792,0.2530313837375178,0.18170470756062768,0.47712196861626244,0.4575150733661657,0.9986626248216833,0.2561924226275416,0.5927042700279879,0.40488221825529397,toy_08_synthesizability_166,119.48200988769531,0.5017633438110352,0.7500000596046448,0.338909775018692,0.8571429252624512,0.18496640026569366,0.9285714626312256,0.3083146810531616,0.9285714626312256
toy_08_synthesizability,167,9.251009941101074,11.41796875,6400,2514,5601,799,0.2663810033922514,0.19032315657918228,0.48646670237457595,0.4947082040619594,0.9986966613104803,0.2551443568915952,0.5887200211123325,0.4053342266708789,toy_08_synthesizability_167,151.6079864501953,0.20394065976142883,0.9642857313156128,0.48549923300743103,0.8214285969734192,0.2928498387336731,0.8928571939468384,0.307944655418396,0.8571429252624512
toy_08_synthesizability,168,9.269524574279785,11.415,6400,2473,5542,858,0.2468422952002887,0.1815229159148322,0.4727896066402021,0.4720366434471751,0.9984482136412847,0.25650948472330126,0.5789805647754087,0.4045056864901523,toy_08_synthesizability_168,125.37687683105469,0.30761513113975525,0.8571429252624512,0.3058260381221771,0.8571429252624512,0.24406087398529053,0.9285714626312256,0.3601521849632263,0.75
toy_08_synthesizability,169,9.260026931762695,11.3578125,6400,2372,5613,787,0.24853019775521112,0.17869232139675753,0.47397113842864774,0.505523119691471,0.9991270265455194,0.25234294133233015,0.5867973998831243,0.40467579099472706,toy_08_synthesizability_169,121.5000991821289,0.4416949152946472,0.8214285969734192,0.3014931380748749,0.8214285969734192,0.19492314755916595,0.8571428656578064,0.3518003821372986,0.8571428656578064
toy_08_synthesizability,170,9.275457382202148,11.3544375,32000,6307,28087,3913,0.24477516288674475,0.16844091572613665,0.47134261402072125,0.42737568848847524,0.998889165806245,0.2518164030990423,0.5712046232317738,0.3978975402581002,toy_08_synthesizability_170,112.57012939453125,0.28429391980171204,0.8928571939468384,0.33028894662857056,0.8571429252624512,0.5857989192008972,0.75,0.48498374223709106,0.6785714626312256
toy_08_synthesizability,171,9.288117408752441,11.276875,6400,2303,5635,765,0.23336291038154391,0.15527950310559005,0.4633540372670807,0.4868057754458665,0.9991481810115351,0.24791543733844004,0.5596229043176051,0.39123216400438227,toy_08_synthesizability_171,132.5941162109375,0.21999815106391907,0.9642857313156128,0.22126543521881104,0.8571429252624512,0.22980697453022003,0.9285714626312256,0.4146614372730255,0.8571429252624512
