exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2
drugs_06_drug-candidate,0,5.642842769622803,43.94084375,32000,31940,9517,22483,1.0,1.0,1.0,0.38322609161791377,0.6898497425659347,0.5253993848612385,0.49455898409333715,0.5363265068947408,drugs_06_drug-candidate_0,367.7915954589844,2.3545749187469482,0.571428656578064,1.506080150604248,0.6349207162857056,0.8919841051101685,0.7619048357009888
drugs_06_drug-candidate,1,5.7631425857543945,39.975,6400,6387,2189,4211,1.0,1.0,1.0,0.3653781376793822,0.7342165372316125,0.5249794353333179,0.4900383304293682,0.5923686189293909,drugs_06_drug-candidate_1,598.2593383789062,0.6270633339881897,0.80952388048172,0.4188500642776489,0.8571429252624512,0.24799539148807526,0.9365079998970032
drugs_06_drug-candidate,2,5.783054351806641,38.96,6400,6378,2081,4319,1.0,1.0,1.0,0.3831349964020572,0.7358000961076405,0.504944516978574,0.49471940207759924,0.59094732688031,drugs_06_drug-candidate_2,319.788818359375,0.17466163635253906,0.968254029750824,0.23388120532035828,0.9047619700431824,0.10780590772628784,0.968254029750824
drugs_06_drug-candidate,3,5.8845624923706055,37.40234375,6400,6363,2422,3978,1.0,1.0,1.0,0.4099369759530296,0.7562345169281585,0.5242161532590257,0.4911404316508959,0.6306942263652816,drugs_06_drug-candidate_3,297.3158264160156,0.06334318220615387,1.0,0.14939114451408386,0.9365079998970032,0.06383268535137177,0.9841270446777344
drugs_06_drug-candidate,4,5.952547073364258,35.88984375,6400,6350,2729,3671,1.0,1.0,1.0,0.376547612047313,0.7725174056430927,0.5255803526699215,0.49251593065653415,0.6366575220868701,drugs_06_drug-candidate_4,221.54270935058594,0.0852036327123642,0.968254029750824,0.030004292726516724,1.0,0.03342247009277344,1.0
drugs_06_drug-candidate,5,6.048572540283203,33.6665625,6400,6334,3203,3197,1.0,1.0,1.0,0.36251400979694093,0.8045582266625039,0.5373192138637225,0.4847188658006031,0.6692443878432989,drugs_06_drug-candidate_5,277.8726806640625,0.02629832550883293,1.0,0.018567247316241264,1.0,0.06754280626773834,0.9841270446777344
drugs_06_drug-candidate,6,6.149384021759033,31.59796875,6400,6264,3572,2828,1.0,1.0,1.0,0.42762435756678385,0.8204927211646136,0.5267643051631329,0.4845071396224885,0.6892018344709667,drugs_06_drug-candidate_6,253.23263549804688,0.04438371583819389,0.9841270446777344,0.0393160842359066,1.0,0.03460490331053734,1.0
drugs_06_drug-candidate,7,6.24925422668457,30.26046875,6400,6185,3751,2649,1.0,1.0,1.0,0.37630303141181815,0.8393495067981871,0.5332414075636399,0.4847934397380889,0.7099010107895568,drugs_06_drug-candidate_7,228.0813751220703,0.011937260627746582,1.0,0.02543819509446621,0.9841270446777344,0.014153031632304192,1.0
drugs_06_drug-candidate,8,6.343483924865723,28.62890625,6400,6068,4072,2328,1.0,0.9997544204322201,1.0,0.43668752472724853,0.849238703339882,0.5398914386611026,0.48421254230209815,0.732051275819711,drugs_06_drug-candidate_8,243.47604370117188,0.008321658708155155,1.0,0.005487211048603058,1.0,0.004531361628323793,1.0
drugs_06_drug-candidate,9,6.450010299682617,27.119375,6400,5914,4229,2171,1.0,1.0,1.0,0.3475871647293184,0.8654055332229842,0.5385559042075853,0.4874152357036919,0.7541483931122946,drugs_06_drug-candidate_9,238.11630249023438,0.005815483629703522,1.0,0.043648507446050644,0.9841270446777344,0.003318629926070571,1.0
drugs_06_drug-candidate,10,6.499843597412109,26.00725,32000,25665,22056,9944,0.9999093217265144,0.9999093217265144,0.9999365252085599,0.3898325084735577,0.8773258977149074,0.5418522416772062,0.4794503812161725,0.7723536580260695,drugs_06_drug-candidate_10,197.7342987060547,0.0031758099794387817,1.0,0.002823197515681386,1.0,0.013578850775957108,0.9841270446777344
drugs_06_drug-candidate,11,6.537982940673828,24.444375,6400,5353,4608,1792,1.0,0.9997829861111112,1.0,0.48508797756171074,0.8927517361111111,0.5363503398605901,0.471465063423349,0.7951658466101195,drugs_06_drug-candidate_11,225.88217163085938,0.001968780532479286,1.0,0.004179263021796942,1.0,0.0053610168397426605,1.0
drugs_06_drug-candidate,12,6.464932441711426,23.26890625,6400,4927,4776,1624,0.9997906197654941,0.9995812395309883,0.9998534338358459,0.41745432644103053,0.9041457286432161,0.5398856903118813,0.45860788110239603,0.8136359159163868,drugs_06_drug-candidate_12,243.3661346435547,0.0016136250924319029,1.0,0.0015694681787863374,1.0,0.0033260039053857327,1.0
drugs_06_drug-candidate,13,6.43113899230957,22.103125,6400,4599,5006,1394,1.0,0.9998002397123452,1.0,0.4892488598321085,0.9111865761086697,0.5313470530141258,0.45687641345473684,0.8174458271159512,drugs_06_drug-candidate_13,187.55624389648438,0.0017397652845829725,1.0,0.0011688780505210161,1.0,0.0025361254811286926,1.0
drugs_06_drug-candidate,14,6.396383762359619,20.7196875,6400,4059,5094,1306,0.9996073812328229,0.9996073812328229,0.9997251668629761,0.45990504544537103,0.9265999214762465,0.5255895175051318,0.44606524958316274,0.8352326331285456,drugs_06_drug-candidate_14,186.77947998046875,0.0011394722387194633,1.0,0.0013418550370261073,1.0,0.0008233276894316077,1.0
drugs_06_drug-candidate,15,6.414980888366699,20.03390625,6400,3764,5149,1251,1.0,1.0,1.0,0.4015521191683535,0.9315206836278889,0.5165743047359357,0.4453000165845152,0.8391295864496892,drugs_06_drug-candidate_15,157.43809509277344,0.00226681143976748,1.0,0.0008377534104511142,1.0,0.004646492190659046,1.0
drugs_06_drug-candidate,16,6.41148567199707,19.46046875,6400,3678,5234,1166,1.0,1.0,1.0,0.5308680225264598,0.9397210546427207,0.5124117542929149,0.45286289212345254,0.8385367361769588,drugs_06_drug-candidate_16,154.1405029296875,0.0007694308878853917,1.0,0.0007365212077274919,1.0,0.000816781772300601,1.0
drugs_06_drug-candidate,17,6.424375057220459,19.47453125,6400,3574,5223,1177,1.0,1.0,1.0,0.43516972669913667,0.9465058395558109,0.5133397620975645,0.448718860392953,0.8458859589487201,drugs_06_drug-candidate_17,178.4191131591797,0.0008009126759134233,1.0,0.0015490595251321793,1.0,0.000995849259197712,1.0
drugs_06_drug-candidate,18,6.459820747375488,19.6596875,6400,3612,5337,1063,1.0,0.9998126288176878,1.0,0.43400192283150335,0.9482293423271501,0.5157199086392397,0.4537910850420149,0.8483081894523816,drugs_06_drug-candidate_18,160.57205200195312,0.01215377077460289,1.0,0.0005099665722809732,1.0,0.0013100117212161422,1.0
drugs_06_drug-candidate,19,6.466992378234863,19.2665625,6400,3574,5388,1012,1.0,1.0,1.0,0.43122277788986607,0.9527654046028211,0.513334074785709,0.4592520126710688,0.8520344362730732,drugs_06_drug-candidate_19,157.4874725341797,0.0005311736022122204,1.0,0.0005233941483311355,1.0,0.00048630466335453093,1.0
drugs_06_drug-candidate,20,6.481020450592041,19.2879375,32000,13669,26997,5003,1.0,1.0,1.0,0.49006189766937097,0.9540245212431012,0.5142607483699176,0.4595626615373864,0.8547898865265979,drugs_06_drug-candidate_20,147.8297882080078,0.0009656058391556144,1.0,0.0006498456932604313,1.0,0.0007181615219451487,1.0
