exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2
drugs_06_novelty,0,5.642292499542236,43.9579375,32000,31914,9332,22668,1.0,1.0,1.0,0.3905398269430439,0.6835083583369052,0.5280581978032358,0.49744151422866545,0.5355622119086255,drugs_06_novelty_0,473.3055419921875,2.5608606338500977,0.5555556416511536,1.4408953189849854,0.7142857909202576,0.8971107602119446,0.7619048357009888
drugs_06_novelty,1,5.647103786468506,47.92828125,6400,6397,1473,4927,1.0,1.0,1.0,0.34788925354572814,0.6779361846571622,0.5709268291583532,0.5005291561327662,0.5084599403776958,drugs_06_novelty_1,664.704345703125,0.6362892389297485,0.7777778506278992,0.3978796899318695,0.9206349849700928,0.3296060860157013,0.9047619700431824
drugs_06_novelty,2,5.595277309417725,47.37125,6400,6396,1429,4971,1.0,1.0,1.0,0.37107909952988966,0.6950314905528342,0.5677689415033054,0.5046635786063867,0.5097437088682095,drugs_06_novelty_2,443.7143859863281,0.23532989621162415,0.9206349849700928,0.1806235909461975,0.968254029750824,0.19162562489509583,0.9523810148239136
drugs_06_novelty,3,5.615378379821777,44.64328125,6400,6393,1588,4812,1.0,1.0,1.0,0.40027416043630026,0.7121536523929471,0.5378246246464413,0.5034994500857939,0.5202726258624687,drugs_06_novelty_3,346.9311828613281,0.1897541582584381,0.9365079998970032,0.09255098551511765,1.0,0.20768411457538605,0.9206349849700928
drugs_06_novelty,4,5.627237319946289,42.97125,6400,6390,1922,4478,1.0,1.0,1.0,0.3839354242629334,0.709729448491155,0.5268738468134765,0.5070323917495009,0.5293926337689946,drugs_06_novelty_4,277.04180908203125,0.09177075326442719,0.9841270446777344,0.06113257259130478,1.0,0.07405880093574524,0.9841270446777344
drugs_06_novelty,5,5.656682014465332,40.2990625,6400,6389,2217,4183,1.0,1.0,1.0,0.38692940719748575,0.7166892196662156,0.5141222913984531,0.517616361933883,0.5365339955828469,drugs_06_novelty_5,309.4712219238281,0.041056741029024124,1.0,0.07109097391366959,0.9841270446777344,0.062386393547058105,0.9841270446777344
drugs_06_novelty,6,5.7005839347839355,38.7353125,6400,6389,2498,3902,1.0,1.0,1.0,0.4194944922155677,0.7122898318654923,0.5190295987946422,0.523246026305271,0.5568434232588351,drugs_06_novelty_6,314.9560546875,0.07281913608312607,0.968254029750824,0.11298467963933945,0.968254029750824,0.023976972326636314,1.0
drugs_06_novelty,7,5.705781936645508,36.969375,6400,6383,2737,3663,1.0,1.0,1.0,0.36360748058867026,0.7303982462550237,0.5174932400490827,0.5233971415909825,0.5768197169343705,drugs_06_novelty_7,274.6905517578125,0.031724438071250916,0.9841270446777344,0.02065427228808403,1.0,0.022683044895529747,1.0
drugs_06_novelty,8,5.743072032928467,34.7940625,6400,6377,2976,3424,1.0,1.0,1.0,0.42067911960794035,0.742641129032258,0.5222042149384805,0.5267548761247517,0.5994885447732775,drugs_06_novelty_8,314.64825439453125,0.021695805713534355,1.0,0.012584054842591286,1.0,0.012537776492536068,1.0
drugs_06_novelty,9,5.802847862243652,33.024375,6400,6329,3187,3213,1.0,1.0,1.0,0.3790138456822076,0.7444618763727642,0.5138221533179345,0.5389179924396755,0.6056943054157876,drugs_06_novelty_9,280.54754638671875,0.02519705705344677,0.9841270446777344,0.008460139855742455,1.0,0.013145660981535912,1.0
