exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1
drugs_04_drug-candidate,0,5.639317989349365,44.00275,32000,31924,9302,22698,1.0,1.0,1.0,0.3869605392960851,0.6848634702214577,0.5300832651920303,0.49631153647552784,0.5364382637249253,drugs_04_drug-candidate_0,377.83209228515625,2.345022201538086,0.5873016715049744,1.3159059286117554,0.7936508655548096
drugs_04_drug-candidate,1,5.7448601722717285,38.3540625,6400,6385,2501,3899,1.0,1.0,1.0,0.37684936024222476,0.7145941623350659,0.5355173219245635,0.49959628756743746,0.5986298358653865,drugs_04_drug-candidate_1,610.5756225585938,0.8023385405540466,0.8571429252624512,0.5292287468910217,0.8571429252624512
drugs_04_drug-candidate,2,5.822096347808838,36.96125,6400,6381,2618,3782,1.0,1.0,1.0,0.35958593720165544,0.7373567608861726,0.5637892167564709,0.49697553891814805,0.6369172282043255,drugs_04_drug-candidate_2,435.5188903808594,0.4077799916267395,0.9047619700431824,0.23701715469360352,0.9523810148239136
drugs_04_drug-candidate,3,5.861744403839111,35.27890625,6400,6358,2596,3804,1.0,1.0,1.0,0.42107197273626407,0.7557010785824345,0.556921397711043,0.4946631369597603,0.6538094491517475,drugs_04_drug-candidate_3,341.8639831542969,0.23533354699611664,0.9206349849700928,0.13770174980163574,0.968254029750824
drugs_04_drug-candidate,4,5.873019218444824,33.9103125,6400,6355,2711,3689,1.0,1.0,1.0,0.4052792818828672,0.782700110660273,0.5581082693777932,0.4971091720683315,0.6767758963285327,drugs_04_drug-candidate_4,314.0137634277344,0.08315330743789673,0.9841270446777344,0.11634078621864319,0.968254029750824
drugs_04_drug-candidate,5,5.921766757965088,32.89859375,6400,6329,2890,3510,1.0,1.0,1.0,0.3691351594222672,0.8060207612456746,0.5626638472438221,0.48712193439941853,0.7061181493091837,drugs_04_drug-candidate_5,367.14703369140625,0.03760303929448128,1.0,0.05214422196149826,0.9841270446777344
drugs_04_drug-candidate,6,5.977683067321777,31.599375,6400,6311,3054,3346,0.9996725605762934,0.9996725605762934,0.9997707924034054,0.4446859727554572,0.8160445317616242,0.5662886722412759,0.49022085596843373,0.7163416512489107,drugs_04_drug-candidate_6,311.82403564453125,0.04935396462678909,1.0,0.030695073306560516,1.0
drugs_04_drug-candidate,7,6.029194355010986,29.375,6400,6221,3292,3108,0.9996962332928311,0.9996962332928311,0.9997873633049819,0.4147650981156339,0.8342648845686513,0.5674437603581287,0.4920221379282667,0.7451084561465919,drugs_04_drug-candidate_7,350.4374694824219,0.0221153125166893,1.0,0.058597907423973083,0.9841270446777344
drugs_04_drug-candidate,8,6.100553512573242,28.46515625,6400,6170,3552,2848,1.0,1.0,1.0,0.44061091727987156,0.8417792792792793,0.563166982327384,0.49083836121324553,0.7610319860608954,drugs_04_drug-candidate_8,296.4810485839844,0.01436333917081356,1.0,0.011945890262722969,1.0
drugs_04_drug-candidate,9,6.201143264770508,27.3225,6400,6020,3854,2546,1.0,1.0,1.0,0.3448967807568259,0.8546185781006745,0.561535063209081,0.49326726340200105,0.7819827387920695,drugs_04_drug-candidate_9,361.17022705078125,0.08170964568853378,0.9841270446777344,0.009089712984859943,1.0
drugs_04_drug-candidate,10,6.298581600189209,25.9271875,32000,27102,20464,11536,0.9999511336982018,0.9999022673964034,0.9999657935887412,0.39392422877396194,0.8630521892103206,0.5531789382696661,0.4896034899766196,0.798853909793416,drugs_04_drug-candidate_10,308.5408630371094,0.0095260851085186,1.0,0.008223844692111015,1.0
drugs_04_drug-candidate,11,6.376079082489014,25.2040625,6400,5705,4424,1976,1.0,0.9997739602169982,1.0,0.46014135085784186,0.8679023508137432,0.5451980325126086,0.4860315369717715,0.8102262751611516,drugs_04_drug-candidate_11,342.48480224609375,0.005687830504029989,1.0,0.004897739738225937,1.0
drugs_04_drug-candidate,12,6.477720737457275,24.29640625,6400,5495,4656,1744,1.0,1.0,1.0,0.3836424901746767,0.87678264604811,0.5453332134389108,0.48737537229428407,0.8231736061537211,drugs_04_drug-candidate_12,323.7239990234375,0.005275844596326351,1.0,0.00333546195179224,1.0
drugs_04_drug-candidate,13,6.613473892211914,23.4825,6400,5231,4882,1518,1.0,0.9997951659156084,1.0,0.42209407086057416,0.8822818517001227,0.5428666423231916,0.48134268235360755,0.8388484163770493,drugs_04_drug-candidate_13,346.2110900878906,0.010463396087288857,1.0,0.0029664153698831797,1.0
drugs_04_drug-candidate,14,6.661602020263672,22.9834375,6400,5052,5019,1381,1.0,1.0,1.0,0.37530173016527774,0.8876070930464235,0.5407350292414428,0.4745886878186411,0.8460891714074742,drugs_04_drug-candidate_14,327.09619140625,0.005144110415130854,1.0,0.003363600932061672,1.0
drugs_04_drug-candidate,15,6.6188507080078125,22.56015625,6400,4874,5091,1309,0.9998035749361619,1.0,0.9998625024553134,0.33875035181366575,0.8968571989785896,0.5402939961547438,0.4622589842985969,0.8506386807912883,drugs_04_drug-candidate_15,318.1151123046875,0.0019885085057467222,1.0,0.020785605534911156,0.9841270446777344
drugs_04_drug-candidate,16,6.563554763793945,22.04296875,6400,4675,5125,1275,0.9998048780487805,0.9998048780487805,0.9998634146341464,0.41375936693369153,0.9073560975609756,0.5396228173221292,0.4463940222941018,0.8592908291369644,drugs_04_drug-candidate_16,303.44476318359375,0.004905147943645716,1.0,0.006075201090425253,1.0
