exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3,D_loss_4,Accuracy_4
toy_10_solubility,37,9.064994812011719,12.4546875,6400,3112,5275,1125,0.32644549763033176,0.24492890995260663,0.5285118483412321,0.5195928227979378,0.9979905213270142,0.23849325074573105,0.6228324922231112,0.31952339560390675,toy_10_solubility_37,137.07296752929688,0.3312699794769287,0.8571429252624512,0.29565322399139404,0.8928571343421936,0.4713621139526367,0.75,0.2804960608482361,0.8928571939468384,0.4376251697540283,0.785714328289032
toy_10_solubility,38,9.038933753967285,12.601875,6400,3181,5254,1146,0.33840883136657784,0.25218880852683667,0.5368861819566044,0.4875490720738681,0.9987438142367719,0.23725418821017213,0.6182774549880398,0.3182939495825735,toy_10_solubility_38,146.4501190185547,0.3287629187107086,0.8214285969734192,0.5390616059303284,0.7142857313156128,0.3391552269458771,0.8571429252624512,0.5360350012779236,0.785714328289032,0.5268551707267761,0.6785714626312256
toy_10_solubility,39,9.052593231201172,12.52625,6400,3329,5190,1210,0.3558766859344894,0.26242774566473986,0.5491136801541425,0.4920018912487845,0.9973988439306358,0.2398000324052638,0.6128228086544945,0.3259698484941351,toy_10_solubility_39,128.90298461914062,0.3402259945869446,0.8571429252624512,0.5869876146316528,0.6428571939468384,0.40190020203590393,0.785714328289032,0.4571582078933716,0.785714328289032,0.2927921414375305,0.8928571939468384
toy_10_solubility,40,9.01457405090332,12.73353125,32000,9948,25877,6123,0.3511999072535456,0.2649843490358233,0.5458399350774819,0.5474103112151949,0.9978745604204506,0.2388885235868773,0.6168832120667931,0.3247668216990376,toy_10_solubility_40,93.6821060180664,0.33470618724823,0.75,0.4612565338611603,0.75,0.3130439221858978,0.9285714626312256,0.35260915756225586,0.785714328289032,0.49039125442504883,0.7857142686843872
toy_10_solubility,41,8.998995780944824,12.8228125,6400,3378,5079,1321,0.35577869659381767,0.26895058082299667,0.5490450876156723,0.5088856719475072,0.9975979523528252,0.24057944806064174,0.6188389285587605,0.32509361745946275,toy_10_solubility_41,175.64173889160156,0.32929882407188416,0.8214285969734192,0.43847179412841797,0.6785714626312256,0.5570884943008423,0.7142857313156128,0.670660674571991,0.6428571939468384,0.42860323190689087,0.785714328289032
toy_10_solubility,42,8.992233276367188,12.876875,6400,3441,5086,1314,0.36590640975226113,0.2788045615414864,0.5561344868265827,0.4977456007394347,0.9973849783720014,0.24095949041535913,0.6100938744616644,0.33634179337232933,toy_10_solubility_42,163.6988067626953,0.4136088192462921,0.8928571939468384,0.26447463035583496,0.9285714626312256,0.4743102490901947,0.7142857313156128,0.39434611797332764,0.785714328289032,0.399714857339859,0.7142857313156128
toy_10_solubility,43,8.97933292388916,12.936875,6400,3482,5075,1325,0.3745812807881773,0.2884729064039409,0.5622068965517241,0.48620100865327553,0.9972413793103448,0.24348956836302452,0.6034545905974287,0.3402941570412492,toy_10_solubility_43,159.55393981933594,0.24249544739723206,0.8928571939468384,0.24393989145755768,0.8928571939468384,0.5764378905296326,0.6071429252624512,0.43032556772232056,0.7142857313156128,0.43757665157318115,0.821428656578064
toy_10_solubility,44,8.98934555053711,12.87015625,6400,3487,5036,1364,0.3598093725178713,0.2750198570293884,0.5518665607625098,0.4456389390396043,0.9976767275615568,0.2454280310265248,0.6027029372535101,0.3460970512541146,toy_10_solubility_44,130.3145751953125,0.4227672219276428,0.7857142686843872,0.46107614040374756,0.821428656578064,0.5874300003051758,0.7142857313156128,0.48349812626838684,0.6071429252624512,0.35451194643974304,0.8571429252624512
toy_10_solubility,45,8.993019104003906,12.901875,6400,3455,5065,1335,0.36011846001974335,0.276604146100691,0.5520829220138203,0.5133740684734812,0.9972754195459033,0.24728098263996254,0.6030774361960265,0.3394892045864808,toy_10_solubility_45,170.68276977539062,0.26831990480422974,0.8214285969734192,0.3232592046260834,0.8571429252624512,0.5798167586326599,0.7857142686843872,0.444397509098053,0.7142857313156128,0.38643431663513184,0.8214285969734192
toy_10_solubility,46,8.99090576171875,12.92375,6400,3515,4980,1420,0.35943775100401604,0.2664658634538153,0.5516064257028113,0.4567171016035271,0.9978915662650603,0.24533497392959638,0.5919914166627699,0.3399115550031002,toy_10_solubility_46,153.21029663085938,0.4537997841835022,0.7142857313156128,0.36214736104011536,0.8214285373687744,0.3810175657272339,0.7857142686843872,0.5012171268463135,0.75,0.3615066409111023,0.7857142686843872
toy_10_solubility,47,9.025196075439453,12.75828125,6400,3404,4965,1435,0.32668680765357505,0.24350453172205438,0.5286807653575024,0.4510852679611217,0.9970191339375629,0.24662995906113286,0.593718170075336,0.3368771034404076,toy_10_solubility_47,138.90438842773438,0.2455119490623474,0.9285714626312256,0.35581472516059875,0.8928571939468384,0.2700710594654083,0.8571429252624512,0.32755813002586365,0.8214285969734192,0.42125067114830017,0.7142857313156128
toy_10_solubility,48,9.045854568481445,12.65046875,6400,3337,5027,1373,0.317485577879451,0.2355281480007957,0.5222399045156156,0.45634050070265464,0.9967376168689078,0.24742816289946334,0.5906327644935369,0.3396249497066154,toy_10_solubility_48,154.82337951660156,0.4104400873184204,0.785714328289032,0.395840585231781,0.7500000596046448,0.3417755663394928,0.785714328289032,0.2777807116508484,0.785714328289032,0.2340172380208969,0.8928571939468384
toy_10_solubility,49,9.058830261230469,12.49390625,6400,3268,5064,1336,0.3155608214849921,0.2292654028436019,0.5208925750394944,0.4904540468164721,0.9967614533965243,0.24707111487119984,0.5977868604095097,0.3432639696093573,toy_10_solubility_49,130.40948486328125,0.4436250627040863,0.7142857313156128,0.21947909891605377,0.9285714626312256,0.30431634187698364,0.8571429252624512,0.27941668033599854,0.8571428656578064,0.5860203504562378,0.6785714626312256
toy_10_solubility,50,9.077424049377441,12.4551875,32000,9394,25399,6601,0.3136343950549234,0.22528446001811095,0.5195440765384464,0.4822749996066225,0.9966770345289185,0.24834617132709783,0.5969313869380493,0.3403370082445967,toy_10_solubility_50,154.1209259033203,0.48874300718307495,0.6785714626312256,0.5846589803695679,0.7142857313156128,0.38077688217163086,0.785714328289032,0.5114070177078247,0.6785714626312256,0.3783719539642334,0.8214285969734192
