exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2
drugs_06_diversity,0,5.637368679046631,44.0413125,32000,31926,9296,22704,1.0,1.0,1.0,0.3880057511397168,0.6933089500860584,0.5284645923146852,0.49390902431217204,0.537218294803088,drugs_06_diversity_0,330.8702087402344,2.5695838928222656,0.5396826267242432,1.5727691650390625,0.650793731212616,0.8703322410583496,0.7936508655548096
drugs_06_diversity,1,5.617063522338867,41.7884375,6400,6388,1653,4747,1.0,1.0,1.0,0.42281968759047844,0.6956442831215972,0.508556864121746,0.5203992665608984,0.5226309888805766,drugs_06_diversity_1,493.7409362792969,0.5988218784332275,0.8571429252624512,0.3832569718360901,0.9047619700431824,0.23150190711021423,0.9365079998970032
drugs_06_diversity,2,5.560136795043945,41.09484375,6400,6384,1177,5223,1.0,1.0,1.0,0.4933408835767196,0.6955819881053527,0.4701459828533063,0.5430430372139468,0.4791043046271261,drugs_06_diversity_2,200.72616577148438,0.18965087831020355,0.9523810148239136,0.1023053377866745,1.0,0.1794484555721283,0.9047619700431824
drugs_06_diversity,3,5.5658698081970215,41.16953125,6400,6383,1227,5173,1.0,1.0,1.0,0.49569173826268975,0.6844335778321108,0.463154651794553,0.5542271364772794,0.47099849685009026,drugs_06_diversity_3,241.80296325683594,0.06860918551683426,1.0,0.07738664746284485,0.9841270446777344,0.16181029379367828,0.9523810148239136
drugs_06_diversity,4,5.588423252105713,39.03,6400,6389,1525,4875,0.999344262295082,0.999344262295082,0.9995409836065573,0.4971686018918404,0.696918032786885,0.47069128186522524,0.5535255528660699,0.49866535607791596,drugs_06_diversity_4,94.55609130859375,0.07559478282928467,1.0,0.052973899990320206,1.0,0.0755932629108429,0.968254029750824
drugs_06_diversity,5,5.624761581420898,38.05203125,6400,6367,1999,4401,1.0,1.0,1.0,0.47075232997944005,0.7201100550275138,0.48065684805410475,0.5436911309996789,0.5288325338192614,drugs_06_diversity_5,181.3919677734375,0.04913225397467613,1.0,0.03933845832943916,1.0,0.03236091509461403,1.0
drugs_06_diversity,6,5.6737589836120605,36.584375,6400,6357,2515,3885,1.0,1.0,1.0,0.4414715562004068,0.7249304174950297,0.491524036347845,0.5444841975058368,0.5545099506055023,drugs_06_diversity_6,156.29840087890625,0.051222607493400574,1.0,0.04820416867733002,0.9841270446777344,0.0384337343275547,1.0
drugs_06_diversity,7,5.706953525543213,35.9925,6400,6307,2723,3677,1.0,1.0,1.0,0.4851003127902221,0.7298200514138816,0.4849298657919638,0.5579249614085555,0.5477189278509903,drugs_06_diversity_7,151.94126892089844,0.06633999198675156,0.968254029750824,0.033404890447854996,0.9841270446777344,0.021002674475312233,1.0
drugs_06_diversity,8,5.641940116882324,35.07015625,6400,6275,2785,3615,1.0,1.0,1.0,0.48061754123122435,0.7591741472172353,0.4783389497244946,0.5628503787079007,0.5530324100918113,drugs_06_diversity_8,151.18016052246094,0.013167210854589939,1.0,0.024191461503505707,1.0,0.017126567661762238,1.0
drugs_06_diversity,9,5.655831813812256,33.86609375,6400,6229,2892,3508,0.9996542185338866,0.9996542185338866,0.9997579529737207,0.5489002687911729,0.7580567081604427,0.4732608126442934,0.5807484956298944,0.553149294999638,drugs_06_diversity_9,111.74214935302734,0.011739177629351616,1.0,0.007409222424030304,1.0,0.009467742405831814,1.0
drugs_06_diversity,10,5.635241508483887,32.11125,32000,30078,14919,17081,0.9999329713787788,1.0,0.999953079965145,0.5406135911561366,0.7738186205509753,0.4570568168706267,0.5879556114293426,0.5601840700511268,drugs_06_diversity_10,116.1670913696289,0.009902185760438442,1.0,0.010656403377652168,1.0,0.022617271170020103,0.9841270446777344
drugs_06_diversity,11,5.618048191070557,30.195625,6400,6055,3173,3227,1.0,1.0,1.0,0.5991028828556988,0.7956192877403089,0.44818060917090846,0.5959265189126286,0.5730552553090748,drugs_06_diversity_11,161.25112915039062,0.005549171008169651,1.0,0.007578275166451931,1.0,0.012415405362844467,1.0
drugs_06_diversity,12,5.587301254272461,28.64515625,6400,5995,3343,3057,1.0,1.0,1.0,0.6402210638491329,0.8046963804965598,0.45023079309977515,0.6007085262992354,0.5918544627461445,drugs_06_diversity_12,145.5465087890625,0.004892805591225624,1.0,0.006283080670982599,1.0,0.0033648915123194456,1.0
drugs_06_diversity,13,5.601150035858154,26.06609375,6400,5788,3731,2669,1.0,1.0,1.0,0.6653071118011329,0.8293755025462342,0.4376297677325725,0.6110785923882003,0.604327582801723,drugs_06_diversity_13,150.57655334472656,0.0032614595256745815,1.0,0.0029117355588823557,1.0,0.002819294575601816,1.0
drugs_06_diversity,14,5.539278507232666,24.0165625,6400,5595,3941,2459,1.0,1.0,1.0,0.6855079975221401,0.8491499619385943,0.43287510995428596,0.621446656351431,0.6293569422618848,drugs_06_diversity_14,178.69850158691406,0.002868748502805829,1.0,0.008258668705821037,1.0,0.002430552616715431,1.0
drugs_06_diversity,15,5.502354145050049,22.0109375,6400,5329,4211,2189,1.0,1.0,1.0,0.7298508854048205,0.8612681073379245,0.4292686993885148,0.625933788646611,0.6468531050623597,drugs_06_diversity_15,142.4735107421875,0.0037887152284383774,1.0,0.0020355551969259977,1.0,0.004748744890093803,1.0
drugs_06_diversity,16,5.526384353637695,20.25203125,6400,5043,4407,1993,1.0,1.0,1.0,0.7905837406169424,0.8709779895620603,0.4254213146834511,0.6371384211782629,0.6689057205344928,drugs_06_diversity_16,152.20228576660156,0.020031793043017387,0.9841270446777344,0.001979827182367444,1.0,0.006997490767389536,1.0
drugs_06_diversity,17,5.532365798950195,19.03078125,6400,4712,4616,1784,1.0,1.0,1.0,0.8262023461005858,0.88236568457539,0.4262381234580818,0.6489744970574874,0.6798668904930523,drugs_06_diversity_17,143.24110412597656,0.0022879671305418015,1.0,0.01524029579013586,0.9841270446777344,0.001502986066043377,1.0
drugs_06_diversity,18,5.531535625457764,17.3646875,6400,4403,4708,1692,1.0,1.0,1.0,0.8433712527582806,0.8972387425658453,0.418737990130686,0.6595411323422827,0.6964975976179648,drugs_06_diversity_18,153.08599853515625,0.002826015232130885,1.0,0.002654831390827894,1.0,0.0013004958163946867,1.0
drugs_06_diversity,19,5.577768325805664,16.07234375,6400,4122,4905,1495,0.999796126401631,0.999796126401631,0.9998572884811417,0.8545350330853948,0.9048929663608563,0.42677371350469157,0.6635279379129538,0.7144912748107685,drugs_06_diversity_19,136.27120971679688,0.006997573189437389,1.0,0.0011518595274537802,1.0,0.0011567429173737764,1.0
drugs_06_diversity,20,5.6306376457214355,15.22628125,32000,16591,24571,7429,1.0,1.0,1.0,0.8800471645073225,0.9147979325220789,0.42831381132227986,0.6713695805126735,0.7343719147743076,drugs_06_diversity_20,126.03743743896484,0.02006513997912407,1.0,0.0019187158904969692,1.0,0.002251238562166691,1.0
drugs_06_diversity,21,5.650291919708252,14.52328125,6400,3639,5007,1393,1.0,1.0,1.0,0.8825326892635992,0.9209506690633111,0.43282009970134255,0.6785153624019373,0.7457646636007644,drugs_06_diversity_21,100.58203125,0.0011985261226072907,1.0,0.0011679402086883783,1.0,0.0012187933316454291,1.0
drugs_06_diversity,22,5.653265476226807,14.09171875,6400,3534,5063,1337,1.0,1.0,1.0,0.8974481032943218,0.9264862729606953,0.44111383348521865,0.683302706649279,0.7532696580078306,drugs_06_diversity_22,131.95755004882812,0.0009346629958599806,1.0,0.001170525560155511,1.0,0.0066216508857905865,1.0
drugs_06_diversity,23,5.698675155639648,13.42875,6400,3292,5225,1175,1.0,1.0,1.0,0.9063508215810632,0.9326889952153109,0.4472085680587667,0.6934640909422403,0.7673988493773263,drugs_06_diversity_23,122.61605834960938,0.000909168622456491,1.0,0.0007289846544153988,1.0,0.002515394240617752,1.0
drugs_06_diversity,24,5.709469795227051,13.1084375,6400,3260,5293,1107,1.0,1.0,1.0,0.9181277977014819,0.9331758926884565,0.45548033238574165,0.6965100032301199,0.7704533895119873,drugs_06_diversity_24,98.79925537109375,0.0007619825191795826,1.0,0.0007755260448902845,1.0,0.0006885278271511197,1.0
drugs_06_diversity,25,5.766476631164551,12.47625,6400,3008,5339,1061,1.0,1.0,1.0,0.9306193478437064,0.938228132609103,0.46601007940029354,0.7038722594109683,0.7915465880483805,drugs_06_diversity_25,91.43611145019531,0.0006628268747590482,1.0,0.0004963243845850229,1.0,0.000781067821662873,1.0
drugs_06_diversity,26,5.8206353187561035,11.79328125,6400,2768,5547,853,1.0,1.0,1.0,0.9344544178206207,0.940904993690283,0.4630624679907583,0.7021590550707603,0.7934277320740108,drugs_06_diversity_26,140.375,0.0007520621875301003,1.0,0.0006516732973977923,1.0,0.0015310663729906082,1.0
drugs_06_diversity,27,5.808676719665527,11.49046875,6400,2663,5539,861,1.0,1.0,1.0,0.9427285037385883,0.942823614370825,0.4719450394282843,0.7111869650817099,0.804949160770276,drugs_06_diversity_27,102.3898696899414,0.0008252139086835086,1.0,0.0005467875744216144,1.0,0.0005196786369197071,1.0
drugs_06_diversity,28,5.876352310180664,11.29796875,6400,2591,5575,825,1.0,1.0,1.0,0.9411043062647632,0.9428340807174886,0.4701900730031852,0.7127191264648464,0.8025445883829355,drugs_06_diversity_28,88.29862976074219,0.00034545199014246464,1.0,0.0005069291219115257,1.0,0.00036904835724271834,1.0
drugs_06_diversity,29,5.890225887298584,11.129375,6400,2527,5643,757,1.0,1.0,1.0,0.946578431495649,0.9473506999822788,0.46802407047613,0.7086969794012613,0.8029476153515894,drugs_06_diversity_29,91.03977966308594,0.0004975777701474726,1.0,0.0004344825283624232,1.0,0.0004773282562382519,1.0
drugs_06_diversity,30,5.889045715332031,11.01265625,32000,9802,28378,3622,1.0,1.0,1.0,0.9428201241726635,0.9468214814292762,0.4699284743616322,0.7191081199430669,0.8073939769232289,drugs_06_diversity_30,119.2265625,0.0008242637268267572,1.0,0.000576092628762126,1.0,0.0012666211696341634,1.0
drugs_06_diversity,31,5.860408782958984,11.17828125,6400,2539,5695,705,1.0,1.0,1.0,0.95110769168796,0.9446180860403862,0.46906225660204975,0.7199602190744862,0.796200934019473,drugs_06_diversity_31,106.29067993164062,0.0004927510744892061,1.0,0.00040839234134182334,1.0,0.0004586478171404451,1.0
drugs_06_diversity,32,5.808314323425293,11.5621875,6400,2603,5723,677,1.0,1.0,1.0,0.9407634596305191,0.9433863358378473,0.4700743310925873,0.7267285605446568,0.7916161104027003,drugs_06_diversity_32,102.38387298583984,0.0006967880763113499,1.0,0.0004657055251300335,1.0,0.0005621712771244347,1.0
drugs_06_diversity,33,5.792131423950195,11.72015625,6400,2645,5704,696,1.0,1.0,1.0,0.9440554692110319,0.9407433380084151,0.47066015528195987,0.7355634561063139,0.7892327402468012,drugs_06_diversity_33,131.96038818359375,0.0003633186861407012,1.0,0.00034788227640092373,1.0,0.0005017871153540909,1.0
drugs_06_diversity,34,5.711285591125488,12.14921875,6400,2750,5671,729,1.0,1.0,1.0,0.954332165575211,0.9361664609416329,0.4767593373578198,0.740380877487019,0.7809502167075837,drugs_06_diversity_34,133.51873779296875,0.00039357057539746165,1.0,0.00037221043021418154,1.0,0.0006061053136363626,1.0
drugs_06_diversity,35,5.683157920837402,12.41703125,6400,2857,5730,670,1.0,1.0,1.0,0.9515352905074114,0.9341186736474695,0.4820545410775943,0.7389348007479608,0.7757144658238377,drugs_06_diversity_35,130.9061279296875,0.000984943239018321,1.0,0.00035692050005309284,1.0,0.0003351306077092886,1.0
drugs_06_diversity,36,5.686558246612549,12.4896875,6400,2880,5698,702,1.0,1.0,1.0,0.9554959441102371,0.9301158301158301,0.48722836201842096,0.7439485812308306,0.7792981543695228,drugs_06_diversity_36,157.3213653564453,0.0003020679287146777,1.0,0.00041000047349371016,1.0,0.000340344529831782,1.0
drugs_06_diversity,37,5.72144889831543,12.5321875,6400,2902,5716,684,1.0,1.0,1.0,0.9463572087581312,0.9255773268019594,0.4887777680013124,0.7421392585561307,0.774811764767002,drugs_06_diversity_37,149.459228515625,0.00029589637415483594,1.0,0.00043272413313388824,1.0,0.00035864440724253654,1.0
drugs_06_diversity,38,5.726078987121582,12.706875,6400,2978,5744,656,1.0,1.0,1.0,0.9578558424426435,0.9227715877437326,0.4982795622049332,0.7342143052334626,0.773962758627008,drugs_06_diversity_38,152.40774536132812,0.002050088718533516,1.0,0.0003115805156994611,1.0,0.0007703307783231139,1.0
drugs_06_diversity,39,5.684868812561035,12.92625,6400,2991,5756,644,1.0,1.0,1.0,0.9628937798514802,0.9150104239054899,0.5027754862425265,0.7385891574241088,0.7689368530005014,drugs_06_diversity_39,174.6209259033203,0.00036528398049995303,1.0,0.0004349970258772373,1.0,0.0005380803486332297,1.0
drugs_06_diversity,40,5.688338279724121,13.02646875,32000,12054,28831,3169,1.0,1.0,1.0,0.9506565096925133,0.9140161631577122,0.500903464397442,0.7360530079533952,0.766107037356515,drugs_06_diversity_40,172.82334899902344,0.0008426265558227897,1.0,0.0007823614869266748,1.0,0.0002896214718930423,1.0
drugs_06_diversity,41,5.694039344787598,13.19296875,6400,3105,5781,619,1.0,1.0,1.0,0.9662903061933016,0.9079743988929251,0.5059245959160639,0.7318891167265659,0.7638574375038187,drugs_06_diversity_41,134.56515502929688,0.00040682972758077085,1.0,0.0004006080562248826,1.0,0.00035453186137601733,1.0
