exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3,D_loss_4,Accuracy_4
toy_10_novelty,171,9.186995506286621,12.0425,6400,2574,5536,864,0.24765173410404626,0.1822615606936416,0.4733562138728323,0.48568381935831273,0.9982658959537571,0.2531604744773386,0.5804488288148938,0.36440850348022247,toy_10_novelty_171,124.90969848632812,0.34065109491348267,0.8928571939468384,0.35891497135162354,0.8571429252624512,0.3099667429924011,0.8571428656578064,0.4636790454387665,0.75,0.46475884318351746,0.8571429252624512
toy_10_novelty,172,9.173267364501953,12.1371875,6400,2592,5531,869,0.24968360151871272,0.18278792261797144,0.4747785210630989,0.45048503782316796,0.9988609654673659,0.2558578762913964,0.5787922609660929,0.3637227166943348,toy_10_novelty_172,141.5983123779297,0.3098193407058716,0.8571428656578064,0.3756345212459564,0.7500000596046448,0.4600098431110382,0.8214285373687744,0.28777968883514404,0.8928571939468384,0.5364406108856201,0.75
toy_10_novelty,173,9.194145202636719,12.0759375,6400,2643,5480,920,0.2591240875912409,0.18613138686131386,0.4813868613138686,0.4918520166039447,0.9988503649635038,0.2572563996425259,0.5702007946154527,0.3669435166241748,toy_10_novelty_173,124.65470123291016,0.44633927941322327,0.75,0.3689741790294647,0.7857142686843872,0.29483211040496826,0.8928571939468384,0.37527328729629517,0.7857142686843872,0.34484803676605225,0.8214285373687744
toy_10_novelty,174,9.198897361755371,12.01140625,6400,2607,5510,890,0.2517241379310345,0.17441016333938295,0.47620689655172405,0.41502546255113804,0.9982940108892923,0.2566903585413486,0.566117392976553,0.36760310386449424,toy_10_novelty_174,124.40752410888672,0.37362951040267944,0.7857142686843872,0.46991193294525146,0.785714328289032,0.3813609778881073,0.785714328289032,0.34077200293540955,0.8571429252624512,0.7088359594345093,0.5714285969734192
toy_10_novelty,175,9.234397888183594,11.87625,6400,2554,5519,881,0.25330675847073747,0.17485051639789817,0.4773147309295161,0.4260727434563754,0.9987135350606994,0.25679419838951156,0.5634944999084791,0.3688057978179253,toy_10_novelty_175,128.79998779296875,0.2967154383659363,0.8214285969734192,0.29694852232933044,0.8928571939468384,0.4031853973865509,0.7142857313156128,0.26681679487228394,0.75,0.40951472520828247,0.7857142686843872
toy_10_novelty,176,9.229671478271484,11.87515625,6400,2506,5535,865,0.25365853658536586,0.16910569105691056,0.47756097560975597,0.45830327723122843,0.9984643179765131,0.2561662150706289,0.5623445957173062,0.3761435770301356,toy_10_novelty_176,123.79574584960938,0.4390641450881958,0.785714328289032,0.41187965869903564,0.75,0.34772711992263794,0.8214285969734192,0.4827752113342285,0.7857142686843872,0.4651932418346405,0.75
toy_10_novelty,177,9.234443664550781,11.79515625,6400,2572,5501,899,0.28322123250318126,0.1881476095255408,0.4982548627522268,0.5298199539592122,0.9986184330121796,0.2534825188678606,0.565904157594753,0.3702644762502789,toy_10_novelty_177,116.35780334472656,0.3197394013404846,0.8571429252624512,0.33897098898887634,0.8571429252624512,0.22670121490955353,0.8928571939468384,0.5072348713874817,0.6785714626312256,0.2784164547920227,0.9285714626312256
toy_10_novelty,178,9.226581573486328,11.805625,6400,2565,5424,976,0.278023598820059,0.1733038348082596,0.49461651917404126,0.4731935080230947,0.9986356932153393,0.2517391155128018,0.5597575050708077,0.37101702620638694,toy_10_novelty_178,148.05978393554688,0.3850996494293213,0.75,0.37758585810661316,0.7500000596046448,0.4418204724788666,0.7142857313156128,0.41869479417800903,0.785714328289032,0.27988100051879883,0.8214285969734192
toy_10_novelty,179,9.214902877807617,11.75796875,6400,2586,5329,1071,0.2743479076749859,0.16138112216175643,0.49204353537249007,0.406237003479343,0.9983111277913305,0.24954400772392057,0.5658676085069869,0.3697504607076748,toy_10_novelty_179,140.0508575439453,0.32016071677207947,0.785714328289032,0.5114313960075378,0.7142857313156128,0.32156988978385925,0.8928571939468384,0.19142574071884155,0.9285714626312256,0.3447193205356598,0.8928571939468384
toy_10_novelty,180,9.210912704467773,11.71415625,32000,6628,26729,5271,0.27494481649145125,0.16828164166261364,0.4924613715440158,0.4814685955705143,0.9988177634778704,0.2506167609386158,0.572999415052264,0.36785319103780506,toy_10_novelty_180,122.82361602783203,0.2631511986255646,0.8928571939468384,0.28582239151000977,0.8214285969734192,0.3602074980735779,0.785714328289032,0.3703826665878296,0.785714328289032,0.3314512372016907,0.8571429252624512
toy_10_novelty,181,9.215653419494629,11.62890625,6400,2563,5372,1028,0.28555472822040207,0.1723752792256143,0.4998883097542814,0.4768746153520816,0.9988272524199555,0.25020359608046133,0.578726997030505,0.3682706547890494,toy_10_novelty_181,114.66142272949219,0.33404654264450073,0.785714328289032,0.2730233371257782,0.8928571939468384,0.2763858437538147,0.8928571939468384,0.32364195585250854,0.8571429252624512,0.3673093616962433,0.785714328289032
toy_10_novelty,182,9.223716735839844,11.58796875,6400,2475,5506,894,0.2780602978568834,0.16763530693788595,0.4946422084998184,0.5073137462380495,0.9986560116236833,0.24988840895351871,0.5796099730694045,0.37153795588258853,toy_10_novelty_182,127.14633178710938,0.4021419286727905,0.7142857313156128,0.32859542965888977,0.8214285969734192,0.4144868552684784,0.785714328289032,0.21131974458694458,0.9642857313156128,0.5421395897865295,0.6428571939468384
toy_10_novelty,183,9.203001022338867,11.669375,6400,2520,5540,860,0.2812274368231047,0.17093862815884475,0.49685920577617326,0.43791908542602986,0.9987906137184116,0.2512995764442093,0.5868754075994004,0.37379378603597363,toy_10_novelty_183,108.5228271484375,0.4664427638053894,0.7142857313156128,0.36358073353767395,0.821428656578064,0.5061904788017273,0.7500000596046448,0.26162299513816833,0.8571428656578064,0.40766897797584534,0.7142857313156128
toy_10_novelty,184,9.195134162902832,11.6353125,6400,2481,5530,870,0.2730560578661845,0.17197106690777578,0.4911392405063291,0.47947087293497465,0.9990415913200724,0.2533447776573507,0.5940062545042485,0.3712730674241489,toy_10_novelty_184,135.95632934570312,0.3044482469558716,0.785714328289032,0.32792556285858154,0.9285714626312256,0.2758220434188843,0.8571429252624512,0.48952674865722656,0.6785714626312256,0.33357930183410645,0.8214285969734192
