exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3,D_loss_4,Accuracy_4
smallmols_10_novelty,0,6.3947248458862305,41.53696875,32000,31958,12845,19155,1.0,1.0,1.0,0.3706880537768129,0.9887971973530557,0.5515328940458534,0.5103606975303682,0.500557418665753,smallmols_10_novelty_0,87.835693359375,0.049608372151851654,1.0,0.0535011887550354,0.9545454978942871,0.030322926118969917,1.0,0.04417797178030014,0.9545454978942871,0.008381836116313934,1.0
smallmols_10_novelty,1,6.645911693572998,37.10921875,6400,6394,2864,3536,1.0,1.0,1.0,0.3254436540053443,0.9909567039106145,0.5258045923258269,0.5165116363463684,0.5371077777963825,smallmols_10_novelty_1,41.0079345703125,0.024207744747400284,1.0,0.03595766797661781,1.0,0.10107403248548508,0.9545454978942871,0.00597192021086812,1.0,0.04151925817131996,1.0
smallmols_10_novelty,2,6.848702907562256,33.214375,6400,6396,2930,3470,1.0,1.0,1.0,0.42691845106123005,0.9909556313993174,0.5106401094441906,0.5350367091420366,0.5603883191095168,smallmols_10_novelty_2,35.480987548828125,0.005970542784780264,1.0,0.007454226724803448,1.0,0.014959130436182022,1.0,0.1039821207523346,0.9545454978942871,0.005001918878406286,1.0
smallmols_10_novelty,3,6.893316745758057,32.61984375,6400,6390,2759,3641,1.0,1.0,1.0,0.41144428852349607,0.9899963754983688,0.4995953481201594,0.5384923812641373,0.5620952217527857,smallmols_10_novelty_3,23.15741539001465,0.011283844709396362,1.0,0.012089542113244534,1.0,0.007744531612843275,1.0,0.007409932091832161,1.0,0.0044550588354468346,1.0
smallmols_10_novelty,4,6.832211494445801,33.79046875,6400,6396,2548,3852,1.0,1.0,1.0,0.386770619383006,0.9911302982731555,0.5138297890926037,0.543376367423618,0.5431933206396955,smallmols_10_novelty_4,68.33252716064453,0.04781952500343323,0.9545454978942871,0.00564056821167469,1.0,0.007023250684142113,1.0,0.005236254073679447,1.0,0.03701389953494072,1.0
smallmols_10_novelty,5,6.776088714599609,35.22890625,6400,6398,2375,4025,1.0,1.0,1.0,0.3764483417572565,0.9906947368421053,0.5167333036028529,0.5438529494611056,0.5263310537279008,smallmols_10_novelty_5,26.78279685974121,0.004315223079174757,1.0,0.0045541380532085896,1.0,0.004878992214798927,1.0,0.003854931565001607,1.0,0.00400091428309679,1.0
smallmols_10_novelty,6,6.693246364593506,37.05515625,6400,6395,2223,4177,1.0,1.0,1.0,0.3659698408247716,0.9907782276203329,0.5316091445351371,0.5387670005929944,0.5218471987376971,smallmols_10_novelty_6,43.87457275390625,0.005110610742121935,1.0,0.005312636494636536,1.0,0.004199478309601545,1.0,0.005153397098183632,1.0,0.004243309609591961,1.0
smallmols_10_novelty,7,6.6101789474487305,38.95703125,6400,6396,1898,4502,1.0,1.0,1.0,0.4030652205380278,0.9889884088514225,0.5413815354627459,0.5401420529955296,0.5005142397270892,smallmols_10_novelty_7,36.89303207397461,0.013397772796452045,1.0,0.00969399232417345,1.0,0.005970926955342293,1.0,0.003921102732419968,1.0,0.003182541811838746,1.0
smallmols_10_novelty,8,6.499394416809082,41.40203125,6400,6400,1572,4828,1.0,1.0,1.0,0.3943991025453881,0.9870229007633589,0.5365200626807191,0.5486152194126611,0.45971810044663963,smallmols_10_novelty_8,37.46437072753906,0.01705797202885151,1.0,0.0029387474060058594,1.0,0.0030577857978641987,1.0,0.0025925508234649897,1.0,0.003255587536841631,1.0
smallmols_10_novelty,9,6.405008316040039,43.44890625,6400,6398,1318,5082,1.0,1.0,1.0,0.3730761920283838,0.9872534142640365,0.5335141407407917,0.5443878468804738,0.4458750849608316,smallmols_10_novelty_9,16.93120002746582,0.003060961840674281,1.0,0.020611438900232315,1.0,0.002418854273855686,1.0,0.004338761791586876,1.0,0.0029850490391254425,1.0
smallmols_10_novelty,10,6.316149711608887,45.36540625,32000,31984,5804,26196,1.0,1.0,1.0,0.45250371487173635,0.9867332873880083,0.531214376244539,0.5463380082196218,0.4214704554425032,smallmols_10_novelty_10,20.7304630279541,0.0035488633438944817,1.0,0.002246340736746788,1.0,0.0023677037097513676,1.0,0.0027946115005761385,1.0,0.003865610109642148,1.0
smallmols_10_novelty,11,6.268184661865234,46.494375,6400,6400,938,5462,1.0,1.0,1.0,0.40071844628535935,0.9836886993603412,0.5230565880041729,0.5555955550028263,0.38706656355327307,smallmols_10_novelty_11,9.297224998474121,0.004533667117357254,1.0,0.002638944424688816,1.0,0.0031273523345589638,1.0,0.0023947972804307938,1.0,0.002257067244499922,1.0
smallmols_10_novelty,12,6.251417636871338,47.19,6400,6398,859,5541,1.0,1.0,1.0,0.42322638318692013,0.9864959254947615,0.5259933568401453,0.5627574346334956,0.36918192413129003,smallmols_10_novelty_12,14.06353759765625,0.002207378624007106,1.0,0.0033201819751411676,1.0,0.002100709592923522,1.0,0.008958160877227783,1.0,0.0023594493977725506,1.0
smallmols_10_novelty,13,6.2136969566345215,47.6975,6400,6399,786,5614,1.0,1.0,1.0,0.38404658606152875,0.9853689567430025,0.5112110798245827,0.5587351094522334,0.3670780846757247,smallmols_10_novelty_13,16.571491241455078,0.0023343211505562067,1.0,0.0020885979756712914,1.0,0.0019162645330652595,1.0,0.0020615593530237675,1.0,0.002538343658670783,1.0
smallmols_10_novelty,14,6.2122321128845215,47.91140625,6400,6400,818,5582,1.0,1.0,1.0,0.4105901298863145,0.9902200488997555,0.5119639721787556,0.565039346451353,0.348671620362674,smallmols_10_novelty_14,18.631227493286133,0.0021916681434959173,1.0,0.002245488343760371,1.0,0.0027790383901447058,1.0,0.002987251151353121,1.0,0.0020049624145030975,1.0
smallmols_10_novelty,15,6.227870941162109,47.695,6400,6400,893,5507,1.0,1.0,1.0,0.4816658941250419,0.9883538633818589,0.5124875228346939,0.5411209237681762,0.3817367666155098,smallmols_10_novelty_15,9.529838562011719,0.0026622216682881117,1.0,0.0019513805164024234,1.0,0.002160146366804838,1.0,0.003116922453045845,1.0,0.0021663792431354523,1.0
