exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2
smallmols_06_synthesizability,0,6.391746997833252,41.58834375,32000,31963,12792,19208,1.0,1.0,1.0,0.3745836892181657,0.9887038774233896,0.5506242354641203,0.5152561961058892,0.496781338202618,smallmols_06_synthesizability_0,191.3357391357422,0.022004619240760803,1.0,0.008769777603447437,1.0,0.013685518875718117,1.0
smallmols_06_synthesizability,1,6.6018476486206055,36.36734375,6400,6397,3240,3160,1.0,1.0,1.0,0.3496049535174154,0.9915432098765432,0.5553881512035763,0.5021936653728946,0.5618647050670267,smallmols_06_synthesizability_1,171.9738311767578,0.010709747672080994,1.0,0.07253486663103104,0.9545454978942871,0.011165427044034004,1.0
smallmols_06_synthesizability,2,6.823376655578613,31.56328125,6400,6389,3753,2647,1.0,1.0,1.0,0.43211638463686386,0.9949373834265921,0.5615762699712089,0.49356513913171646,0.6352467733056648,smallmols_06_synthesizability_2,232.78848266601562,0.010966976173222065,1.0,0.00597671652212739,1.0,0.008419501595199108,1.0
smallmols_06_synthesizability,3,7.023058891296387,27.114375,6400,6325,4035,2365,0.9992565055762082,0.9992565055762082,0.9994795539033458,0.4436793500200052,0.9958859975216852,0.556374897977976,0.5101245085553148,0.6886769649586817,smallmols_06_synthesizability_3,197.91256713867188,0.005347680300474167,1.0,0.004825746174901724,1.0,0.00836431235074997,1.0
smallmols_06_synthesizability,4,7.160421848297119,24.21921875,6400,6184,4334,2066,0.9979233964005537,0.9979233964005537,0.9985463774803878,0.4629447735326591,0.996792801107522,0.5601041047399639,0.5223698218820158,0.7296936978983861,smallmols_06_synthesizability_4,187.73629760742188,0.02143280953168869,1.0,0.002467965940013528,1.0,0.00423665763810277,1.0
smallmols_06_synthesizability,5,7.275484085083008,21.8971875,6400,5896,4464,1936,0.9957437275985663,0.9957437275985663,0.9970206093189966,0.4586929986250139,0.9973790322580643,0.5548387056843905,0.5261670924020355,0.7719709343285244,smallmols_06_synthesizability_5,184.5121612548828,0.005069891456514597,1.0,0.0019487648969516158,1.0,0.0020397789776325226,1.0
smallmols_06_synthesizability,6,7.384408473968506,19.50875,6400,5370,4594,1806,0.9960818458859382,0.9960818458859382,0.9972572921201567,0.5395638162646306,0.9971266869830212,0.5452499769781839,0.5444470660512736,0.7930163361171773,smallmols_06_synthesizability_6,179.4740447998047,0.0016290420899167657,1.0,0.0025771423242986202,1.0,0.002302696229889989,1.0
smallmols_06_synthesizability,7,7.495545864105225,17.79125,6400,4784,4797,1603,0.9916614550760893,0.9914529914529915,0.9941630185532625,0.5701660326012815,0.9975192828851366,0.5451238032950368,0.5466567515210455,0.8310070029463559,smallmols_06_synthesizability_7,156.2179718017578,0.0011333961738273501,1.0,0.00121117674279958,1.0,0.0012523249024525285,1.0
smallmols_06_synthesizability,8,7.605952739715576,16.12765625,6400,4221,4966,1434,0.9961739830849778,0.9961739830849778,0.9973217881594847,0.5504150507522785,0.9975634313330648,0.5298367416167359,0.5511689060093433,0.8534411940829736,smallmols_06_synthesizability_8,164.76710510253906,0.0008857579668983817,1.0,0.0012280098162591457,1.0,0.00239148223772645,1.0
smallmols_06_synthesizability,9,7.718141078948975,14.9734375,6400,3676,5194,1206,0.9974971120523681,0.9974971120523681,0.9982479784366578,0.6322096351631095,0.9978629187524065,0.5229703352716258,0.5681406395189701,0.8703280684310344,smallmols_06_synthesizability_9,130.93931579589844,0.0009001673897728324,1.0,0.0006823347648605704,1.0,0.0008073027711361647,1.0
