exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0
drugs_00_novelty,0,5.639303684234619,43.913875,32000,31937,9422,22578,1.0,1.0,1.0,0.38341409810753185,0.6843876034812142,0.5309341842568102,0.493893423943792,0.5361307647647923,drugs_00_novelty_0,409.62152099609375,0,0
drugs_00_novelty,1,5.769577503204346,40.14953125,6400,6394,2212,4188,1.0,1.0,1.0,0.34621419002190823,0.7306057866184448,0.5570627196660185,0.49506611438439685,0.6037221687153602,drugs_00_novelty_1,530.4788818359375,0,0
drugs_00_novelty,2,5.932625770568848,36.57140625,6400,6372,2855,3545,0.9996497373029772,0.9996497373029772,0.9997548161120842,0.33098641165669446,0.7858493870402802,0.5691895574543441,0.491380780008859,0.6673926900186326,drugs_00_novelty_2,667.970458984375,0,0
drugs_00_novelty,3,6.039511203765869,33.745,6400,6309,3402,2998,0.9997060552616108,0.9994121105232217,0.9997942386831277,0.3770727556372084,0.8111992945326278,0.5622748796239869,0.49249621469367066,0.7077879727042999,drugs_00_novelty_3,666.0927734375,0,0
drugs_00_novelty,4,6.283342361450195,30.5109375,6400,6084,3968,2432,1.0,1.0,1.0,0.3572537265958235,0.8389364919354838,0.5541399632234035,0.49768092790194973,0.7502202022225598,drugs_00_novelty_4,657.548095703125,0,0
drugs_00_novelty,5,6.454347133636475,28.48,6400,5856,4270,2130,1.0,1.0,1.0,0.3305395258996863,0.8593208430913349,0.5551768408570072,0.5032359224137469,0.7763671917660943,drugs_00_novelty_5,571.052490234375,0,0
drugs_00_novelty,6,6.612441539764404,26.3109375,6400,5378,4490,1910,1.0,1.0,1.0,0.3989083925605128,0.8751447661469933,0.53989947148382,0.5108005063141072,0.8043548909376962,drugs_00_novelty_6,572.816162109375,0,0
drugs_00_novelty,7,6.7446980476379395,24.19890625,6400,4945,4644,1756,1.0,1.0,1.0,0.3971789901670567,0.8900301464254955,0.5293201278048786,0.5198327834537176,0.8225587326476287,drugs_00_novelty_7,525.46142578125,0,0
drugs_00_novelty,8,6.8865227699279785,22.62375,6400,4428,4908,1492,0.9997962510187449,0.9997962510187449,0.9998573757131215,0.464937036471853,0.8966585167074164,0.5220755213348208,0.533547412463288,0.8420038537960491,drugs_00_novelty_8,449.43780517578125,0,0
drugs_00_novelty,9,7.032188892364502,21.04625,6400,3989,5135,1265,0.9998052580331062,0.9998052580331062,0.9998636806231743,0.3339939412315961,0.9034664070107108,0.5151881001349715,0.5456097718961672,0.8563579473060279,drugs_00_novelty_9,439.5510559082031,0,0
drugs_00_novelty,10,7.044867038726807,20.0658125,32000,15793,26192,5808,1.0,1.0,1.0,0.43029659261643166,0.9130039706780697,0.5140245833434601,0.5511298521295745,0.8638544144438606,drugs_00_novelty_10,354.58489990234375,0,0
drugs_00_novelty,11,7.039997100830078,19.43078125,6400,3672,5364,1036,1.0,1.0,1.0,0.4688030831726934,0.9157718120805369,0.5097750383086216,0.5542469211239669,0.8659233209021159,drugs_00_novelty_11,490.62701416015625,0,0
drugs_00_novelty,12,7.066593647003174,18.56765625,6400,3512,5476,924,1.0,1.0,1.0,0.40935694124244754,0.9216398831263696,0.5061220493793845,0.5605803394046132,0.8684490460086984,drugs_00_novelty_12,406.21478271484375,0,0
drugs_00_novelty,13,7.030070781707764,18.27875,6400,3516,5486,914,1.0,1.0,1.0,0.485984960300064,0.9190302588406855,0.5029767354752676,0.5583951374609245,0.8646296501636003,drugs_00_novelty_13,448.09356689453125,0,0
drugs_00_novelty,14,7.05588436126709,17.85296875,6400,3386,5572,828,1.0,1.0,1.0,0.44014175146994494,0.9245692749461594,0.5044961674405691,0.5672224505043204,0.8682692703501101,drugs_00_novelty_14,452.4870300292969,0,0
drugs_00_novelty,15,7.005865097045898,17.23515625,6400,3234,5586,814,1.0,1.0,1.0,0.44731953260899143,0.929251700680272,0.5028693583455827,0.5700505675083084,0.8724021439443285,drugs_00_novelty_15,419.3730773925781,0,0
drugs_00_novelty,16,7.021297454833984,17.005,6400,3189,5636,764,1.0,1.0,1.0,0.4971262410911164,0.9199609652235627,0.5019741488651223,0.5724199907945317,0.8732224086017918,drugs_00_novelty_16,363.2220153808594,0,0
drugs_00_novelty,17,7.009761810302734,16.16203125,6400,2980,5660,740,1.0,1.0,1.0,0.4836506655063573,0.9284098939929327,0.5015706703070305,0.5808359572944801,0.8725788055531627,drugs_00_novelty_17,408.18963623046875,0,0
drugs_00_novelty,18,7.034639358520508,15.71140625,6400,2858,5669,731,1.0,1.0,1.0,0.5189164359452336,0.9243429176221555,0.5019164004050927,0.5902656025726994,0.8710435398628142,drugs_00_novelty_18,357.9844665527344,0,0
drugs_00_novelty,19,7.017396926879883,15.76171875,6400,2801,5648,752,1.0,1.0,1.0,0.513466524159714,0.9193342776203965,0.5053458873916518,0.5964193440575197,0.8711481529399203,drugs_00_novelty_19,392.7137451171875,0,0
drugs_00_novelty,20,7.0395379066467285,15.56734375,32000,10058,28343,3657,1.0,1.0,1.0,0.5284769723114436,0.9216173305578096,0.5057549005859217,0.5946691668091374,0.8792400564833067,drugs_00_novelty_20,381.3387451171875,0,0
drugs_00_novelty,21,7.004000663757324,15.6134375,6400,2706,5686,714,1.0,1.0,1.0,0.5463304830440314,0.9215793176222299,0.5095024081551701,0.5999009265101908,0.8729452187913291,drugs_00_novelty_21,345.2442321777344,0,0
