exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1,D_loss_2,Accuracy_2,D_loss_3,Accuracy_3,D_loss_4,Accuracy_4
smallmols_10_synthesizability,31,6.448505401611328,40.01203125,6400,6397,2099,4301,1.0,1.0,1.0,0.38062370087425307,0.9847546450690805,0.5419802159326065,0.46700954577814136,0.5681099134057458,smallmols_10_synthesizability_31,8.229146003723145,0.0032050819136202335,1.0,0.0025097117759287357,1.0,0.0019165234407410026,1.0,0.00204373337328434,1.0,0.0016452345298603177,1.0
smallmols_10_synthesizability,32,6.4613118171691895,39.9584375,6400,6397,2314,4086,1.0,0.9995678478824547,1.0,0.3100150927068781,0.9855661192739844,0.5464890176131797,0.46955640723355657,0.5554842016155447,smallmols_10_synthesizability_32,11.589326858520508,0.002130228327587247,1.0,0.001956959953531623,1.0,0.0027593739796429873,1.0,0.002310221316292882,1.0,0.0035507928114384413,1.0
smallmols_10_synthesizability,33,6.430817127227783,40.73265625,6400,6399,2358,4042,1.0,1.0,1.0,0.3082465169936931,0.9821458863443595,0.5671146793598664,0.4626769494584234,0.5745488624857022,smallmols_10_synthesizability_33,16.273544311523438,0.0018330365419387817,1.0,0.0019257740350440145,1.0,0.0019299399573355913,1.0,0.001750006340444088,1.0,0.0023620238061994314,1.0
smallmols_10_synthesizability,34,6.4287190437316895,40.725625,6400,6397,2434,3966,1.0,1.0,1.0,0.3292578698481146,0.9790057518488084,0.57538695351942,0.4602512513448624,0.5785491946112636,smallmols_10_synthesizability_34,28.202573776245117,0.003135093953460455,1.0,0.002547243144363165,1.0,0.0017797573236748576,1.0,0.0019082899671047926,1.0,0.002415513154119253,1.0
smallmols_10_synthesizability,35,6.4300947189331055,40.81890625,6400,6398,2361,4039,1.0,1.0,1.0,0.33149420778434296,0.9721304531977975,0.585098892976703,0.4599873251167823,0.5894245217685542,smallmols_10_synthesizability_35,14.87843132019043,0.0019156940979883075,1.0,0.0019338076235726476,1.0,0.0036731096915900707,1.0,0.0018458011327311397,1.0,0.001712209079414606,1.0
smallmols_10_synthesizability,36,6.446667671203613,40.489375,6400,6398,2528,3872,0.9996044303797469,0.9996044303797469,0.9997231012658229,0.35578203164196787,0.975118670886076,0.5946834043521863,0.4614649798812257,0.6019507117479715,smallmols_10_synthesizability_36,30.740110397338867,0.006347390823066235,1.0,0.0017951284535229206,1.0,0.001845059683546424,1.0,0.002241056878119707,1.0,0.0020548177417367697,1.0
smallmols_10_synthesizability,37,6.469624042510986,40.16609375,6400,6399,2651,3749,1.0,1.0,1.0,0.3405606748632201,0.974349302150132,0.6003050467037986,0.4556781277860154,0.6050107954245287,smallmols_10_synthesizability_37,36.111907958984375,0.0025346996262669563,1.0,0.0017920788377523422,1.0,0.0018139187013730407,1.0,0.0027244831435382366,1.0,0.001957340631633997,1.0
smallmols_10_synthesizability,38,6.5005269050598145,39.54578125,6400,6398,2685,3715,1.0,1.0,1.0,0.38609881358347176,0.9734450651769087,0.6014030266933391,0.4645644807269802,0.6076504043702506,smallmols_10_synthesizability_38,21.30437469482422,0.0018525520572438836,1.0,0.046874649822711945,0.9545454978942871,0.0027091330848634243,1.0,0.0026961397379636765,1.0,0.0017430834705010056,1.0
smallmols_10_synthesizability,39,6.509608745574951,39.3009375,6400,6398,2615,3785,1.0,1.0,1.0,0.4111793911017218,0.9736137667304016,0.5957205953510187,0.46507268769439775,0.6013329394309137,smallmols_10_synthesizability_39,11.961090087890625,0.002146214945241809,1.0,0.02343803271651268,1.0,0.0019026250811293721,1.0,0.002942038932815194,1.0,0.00188461656216532,1.0
smallmols_10_synthesizability,40,6.515588283538818,39.1958125,32000,31957,12732,19268,0.9999214577442664,0.9999214577442664,0.9999450204209864,0.31572734901754645,0.9774897895067546,0.5887932669200684,0.4656683121731641,0.5969477553609696,smallmols_10_synthesizability_40,10.418593406677246,0.002743698190897703,1.0,0.0019499848131090403,1.0,0.0018629023106768727,1.0,0.00208519259467721,1.0,0.024120468646287918,1.0
smallmols_10_synthesizability,41,6.534256458282471,38.938125,6400,6398,2475,3925,1.0,1.0,1.0,0.3859213985479355,0.9752727272727273,0.5929475360265031,0.4667056332329566,0.5952441195691399,smallmols_10_synthesizability_41,15.687828063964844,0.001661740243434906,1.0,0.002216444816440344,1.0,0.0017908724257722497,1.0,0.002916491124778986,1.0,0.0019817613065242767,1.0
smallmols_10_synthesizability,42,6.507806777954102,39.23234375,6400,6396,2218,4182,0.9995491433724075,0.9995491433724075,0.9996844003606854,0.3719427400252768,0.9780883678990081,0.5831681087705518,0.47011632456707825,0.5772964020686124,smallmols_10_synthesizability_42,7.964561462402344,0.00229328079149127,1.0,0.0021722486708313227,1.0,0.0016972310841083527,1.0,0.0016215123469009995,1.0,0.001738998107612133,1.0
smallmols_10_synthesizability,43,6.494149684906006,39.436875,6400,6399,1931,4469,1.0,1.0,1.0,0.42308058369303847,0.9799585706887624,0.568976001624371,0.4807064469664156,0.5520207156113964,smallmols_10_synthesizability_43,14.345033645629883,0.0016761264996603131,1.0,0.0016129330033436418,1.0,0.0015796403167769313,1.0,0.0016767354682087898,1.0,0.0015056149568408728,1.0
smallmols_10_synthesizability,44,6.479447841644287,39.54984375,6400,6400,1657,4743,1.0,1.0,1.0,0.4203661506158175,0.9839468919734461,0.5670425267677246,0.48972569063820914,0.5385883141635434,smallmols_10_synthesizability_44,9.783265113830566,0.0015708106802776456,1.0,0.0015641484642401338,1.0,0.0020155226811766624,1.0,0.0016870617400854826,1.0,0.0016815310809761286,1.0
smallmols_10_synthesizability,45,6.453137397766113,39.96703125,6400,6398,1536,4864,1.0,1.0,1.0,0.4605727498792696,0.9798828125,0.5665909602185183,0.49080226622410544,0.5229737670803823,smallmols_10_synthesizability_45,10.642706871032715,0.0015054562827572227,1.0,0.006564936134964228,1.0,0.0024100812152028084,1.0,0.0018442881992086768,1.0,0.0022104380186647177,1.0
